pollster,date,party,value,url
Závecz,2023-05-05,DK,13,https://hvg.hu/itthon/20230510_kozvelemenykutatas_zavecz_research_partok_tamogatottsaga_kozhangulat_fidesz_dk_momentum_jobbik_mszp_mi_hazank_lmp_ketfarku_kutyapart
Závecz,2023-05-05,Egyéb párt,21,https://hvg.hu/itthon/20230510_kozvelemenykutatas_zavecz_research_partok_tamogatottsaga_kozhangulat_fidesz_dk_momentum_jobbik_mszp_mi_hazank_lmp_ketfarku_kutyapart
Závecz,2023-05-05,Fidesz,32,https://hvg.hu/itthon/20230510_kozvelemenykutatas_zavecz_research_partok_tamogatottsaga_kozhangulat_fidesz_dk_momentum_jobbik_mszp_mi_hazank_lmp_ketfarku_kutyapart
Závecz,2023-05-05,MKKP,5,https://hvg.hu/itthon/20230510_kozvelemenykutatas_zavecz_research_partok_tamogatottsaga_kozhangulat_fidesz_dk_momentum_jobbik_mszp_mi_hazank_lmp_ketfarku_kutyapart
Závecz,2023-05-05,Mi Hazánk,6,https://hvg.hu/itthon/20230510_kozvelemenykutatas_zavecz_research_partok_tamogatottsaga_kozhangulat_fidesz_dk_momentum_jobbik_mszp_mi_hazank_lmp_ketfarku_kutyapart
Závecz,2023-05-05,Pártnélküli,28,https://hvg.hu/itthon/20230510_kozvelemenykutatas_zavecz_research_partok_tamogatottsaga_kozhangulat_fidesz_dk_momentum_jobbik_mszp_mi_hazank_lmp_ketfarku_kutyapart
Závecz,2023-09-01,DK,13,https://hvg.hu/itthon/20230922_Zavecz_A_Fidesz_kicsit_csokkent_orok_masodik_a_DK_a_nyar_nyertese_viszont_a_Mi_Hazank_es_a_Kutyapart_voltak
Závecz,2023-09-01,Egyéb párt,16,https://hvg.hu/itthon/20230922_Zavecz_A_Fidesz_kicsit_csokkent_orok_masodik_a_DK_a_nyar_nyertese_viszont_a_Mi_Hazank_es_a_Kutyapart_voltak
Závecz,2023-09-01,Fidesz,30,https://hvg.hu/itthon/20230922_Zavecz_A_Fidesz_kicsit_csokkent_orok_masodik_a_DK_a_nyar_nyertese_viszont_a_Mi_Hazank_es_a_Kutyapart_voltak
Závecz,2023-09-01,MKKP,4,https://hvg.hu/itthon/20230922_Zavecz_A_Fidesz_kicsit_csokkent_orok_masodik_a_DK_a_nyar_nyertese_viszont_a_Mi_Hazank_es_a_Kutyapart_voltak
Závecz,2023-09-01,Mi Hazánk,7,https://hvg.hu/itthon/20230922_Zavecz_A_Fidesz_kicsit_csokkent_orok_masodik_a_DK_a_nyar_nyertese_viszont_a_Mi_Hazank_es_a_Kutyapart_voltak
Závecz,2023-09-01,Pártnélküli,30,https://hvg.hu/itthon/20230922_Zavecz_A_Fidesz_kicsit_csokkent_orok_masodik_a_DK_a_nyar_nyertese_viszont_a_Mi_Hazank_es_a_Kutyapart_voltak
Závecz,2023-11-01,DK,14,https://hvg.hu/itthon/20231115_zavecz_kozvelemenykutatas_fidesz_dk_mi_hazank_momentum
Závecz,2023-11-01,Egyéb párt,20,https://hvg.hu/itthon/20231115_zavecz_kozvelemenykutatas_fidesz_dk_mi_hazank_momentum
Závecz,2023-11-01,Fidesz,32,https://hvg.hu/itthon/20231115_zavecz_kozvelemenykutatas_fidesz_dk_mi_hazank_momentum
Závecz,2023-11-01,MKKP,3,https://hvg.hu/itthon/20231115_zavecz_kozvelemenykutatas_fidesz_dk_mi_hazank_momentum
Závecz,2023-11-01,Mi Hazánk,6,https://hvg.hu/itthon/20231115_zavecz_kozvelemenykutatas_fidesz_dk_mi_hazank_momentum
Závecz,2023-11-01,Pártnélküli,25,https://hvg.hu/itthon/20231115_zavecz_kozvelemenykutatas_fidesz_dk_mi_hazank_momentum
Závecz,2024-03-05,DK,13,https://24.hu/belfold/2024/03/14/fidesz-ellenzek-valasztas-2024-zavecz-kutatas-tamogatottsag/
Závecz,2024-03-05,Egyéb párt,17,https://24.hu/belfold/2024/03/14/fidesz-ellenzek-valasztas-2024-zavecz-kutatas-tamogatottsag/
Závecz,2024-03-05,Fidesz,29,https://24.hu/belfold/2024/03/14/fidesz-ellenzek-valasztas-2024-zavecz-kutatas-tamogatottsag/
Závecz,2024-03-05,MKKP,3,https://24.hu/belfold/2024/03/14/fidesz-ellenzek-valasztas-2024-zavecz-kutatas-tamogatottsag/
Závecz,2024-03-05,Mi Hazánk,6,https://24.hu/belfold/2024/03/14/fidesz-ellenzek-valasztas-2024-zavecz-kutatas-tamogatottsag/
Závecz,2024-03-05,Pártnélküli,32,https://24.hu/belfold/2024/03/14/fidesz-ellenzek-valasztas-2024-zavecz-kutatas-tamogatottsag/
Závecz,2024-04-08,DK,13,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-04-08,Egyéb párt,10,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-04-08,Fidesz,25,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-04-08,MKKP,5,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-04-08,Mi Hazánk,6,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-04-08,Pártnélküli,25,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-04-08,Tisza,11,https://hvg.hu/itthon/20240422_oriasit-esett-a-fidesz-tamogatottsaga-a-zavecz-felmerese-szerint-kozvelemeny-kutatas-magyar-peter-tisza-part
Závecz,2024-05-06,Egyéb párt,11,https://rtl.hu/europa/2024/05/14/zavecz-ep-valasztas-kozvelemeny-kutatas-fidesz-tisza-part-dk
Závecz,2024-05-06,Fidesz,28,https://rtl.hu/europa/2024/05/14/zavecz-ep-valasztas-kozvelemeny-kutatas-fidesz-tisza-part-dk
Závecz,2024-05-06,MKKP,2,https://rtl.hu/europa/2024/05/14/zavecz-ep-valasztas-kozvelemeny-kutatas-fidesz-tisza-part-dk
Závecz,2024-05-06,Mi Hazánk,4,https://rtl.hu/europa/2024/05/14/zavecz-ep-valasztas-kozvelemeny-kutatas-fidesz-tisza-part-dk
Závecz,2024-05-06,Pártnélküli,24,https://rtl.hu/europa/2024/05/14/zavecz-ep-valasztas-kozvelemeny-kutatas-fidesz-tisza-part-dk
Závecz,2024-05-06,Tisza,19,https://rtl.hu/europa/2024/05/14/zavecz-ep-valasztas-kozvelemeny-kutatas-fidesz-tisza-part-dk
Závecz,2024-05-31,DK,9,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-05-31,Egyéb párt,9,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-05-31,Fidesz,31,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-05-31,MKKP,2,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-05-31,Mi Hazánk,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-05-31,Pártnélküli,27,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-05-31,Tisza,19,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,DK,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,Egyéb párt,12,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,Fidesz,26,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,Mi Hazánk,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,Pártnélküli,29,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-08-31,Tisza,20,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,DK,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,Egyéb párt,10,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,Fidesz,25,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,Mi Hazánk,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,Pártnélküli,32,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-10-10,Tisza,21,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,DK,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,Egyéb párt,8,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,Fidesz,24,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,Mi Hazánk,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,Pártnélküli,29,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2024-11-30,Tisza,26,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,DK,6,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,Egyéb párt,9,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,Fidesz,26,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,Mi Hazánk,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,Pártnélküli,22,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-03-31,Tisza,29,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,DK,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,Egyéb párt,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,Fidesz,26,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,Mi Hazánk,6,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,Pártnélküli,24,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-06-30,Tisza,32,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,DK,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,Egyéb párt,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,Fidesz,28,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,MKKP,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,Mi Hazánk,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,Pártnélküli,22,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-08-31,Tisza,33,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,DK,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,Egyéb párt,2,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,Fidesz,29,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,Mi Hazánk,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,Pártnélküli,22,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-10-31,Tisza,35,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,DK,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,Egyéb párt,1,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,Fidesz,30,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,Mi Hazánk,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,Pártnélküli,23,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2025-11-30,Tisza,35,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,DK,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,Egyéb párt,1,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,Fidesz,31,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,Mi Hazánk,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,Pártnélküli,23,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-01-31,Tisza,36,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,DK,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,Egyéb párt,0,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,Fidesz,32,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,MKKP,2,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,Mi Hazánk,5,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,Pártnélküli,20,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-03,Tisza,38,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,DK,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,Egyéb párt,0,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,Fidesz,31,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,MKKP,3,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,Mi Hazánk,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,Pártnélküli,20,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-03-31,Tisza,39,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,DK,1,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,Egyéb párt,0,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,Fidesz,18,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,MKKP,1,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,Mi Hazánk,4,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,Pártnélküli,19,https://datawrapper.dwcdn.net/SOL0u/9/
Závecz,2026-05-31,Tisza,57,https://datawrapper.dwcdn.net/SOL0u/9/
