helyseg_nev,ksh_kod,jogallas,varmegye,jaras_kod,jaras_nev,jaras_szekhelye,ph_kod,ph_szekhelye,terulet_ha,lako_nepesseg,lakasok_szama,becslult_terulet,bolgar,gorog,horvat,lengyel,nemet,ormeny,roma,roman,ruszin,szerb,szlovak,szloven,ukran
Farkasgyepű,10250.0,község,Veszprém,183 0,Ajkai,Ajka,5.0,Városlőd,1005.0000000000001,400,172,,,,,,1.0,,,,,,,,
Farkaslyuk,34272.0,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,5.0,Nekézseny,501.99999999999994,1890,538,,,,,,,,1.0,,,,,,
Farmos,9122.0,község,Pest,131 0,Nagykátai,Nagykáta,1.0,–,4011.9999999999995,3414,1562,,,,,,,,,,,,,,
Fazekasboda,17835.0,község,Baranya,029 0,Pécsváradi,Pécsvárad,5.0,Erzsébet,702.0,179,98,,,,,,1.0,,,,,,,,
Fedémes,12432.0,község,Heves,109 0,Pétervásárai,Pétervására,5.0,Tarnalelesz,861.9999999999999,282,170,,,,,,,,,,,,,,
Fegyvernek,16647.0,város,Jász-Nagykun-Szolnok,169 0,Törökszentmiklósi,Törökszentmiklós,1.0,–,7148.0,6000,2594,,,,,,,,1.0,,,,,,
Fehérgyarmat,18971.0,város,Szabolcs-Szatmár-Bereg,150 1,Fehérgyarmati,Fehérgyarmat,1.0,–,5245.0,6809,3245,,,,,,,,1.0,,,,,,
Fehértó,6956.0,község,Győr-Moson-Sopron,087 0,Győri,Győr,5.0,Enese,1138.0,472,224,,,,,,,,,,,,,,
Fehérvárcsurgó,32203.0,község,Fejér,082 0,Móri,Mór,1.0,–,2964.0,2098,847,,,,,,,,,,,,,,
Feked,4543.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Palotabozsok,1932.9999999999998,187,119,,,,,,1.0,,,,,,,,
Feketeerdő,32717.0,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5.0,Dunakiliti,674.0,676,261,,,,,,,,,,,,,,
Felcsút,29939.0,község,Fejér,077 0,Bicskei,Bicske,2.0,[Helyben],2202.0,2014,725,,,,,,,,,,,,,,
Feldebrő,20747.0,község,Heves,104 0,Egri,Eger,5.0,Verpelét,2652.0,1023,546,,,,,,,,,,,,,,
Felgyő,22646.0,község,Csongrád-Csanád,070 0,Csongrádi,Csongrád,5.0,Tömörkény,7673.0,1085,532,,,,,,,,,,,,,,
Felpéc,33251.0,község,Győr-Moson-Sopron,092 0,Téti,Tét,5.0,Gyarmat,2247.0,973,400,,,,,,,,,,,,,,
Felsőberecki,8174.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Mikóháza,353.0,234,117,,,,,,,,,,,,,,
Felsőcsatár,13587.0,község,Vas,181 0,Szombathelyi,Szombathely,5.0,Torony,1789.9999999999998,498,211,,,,1.0,,,,,,,,,,
Felsődobsza,9742.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Abaújszántó,1523.0,833,317,,,,,,,,1.0,,,,,,
Felsőegerszeg,13286.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Sásd,484.0,117,67,,,,,,,,,,,,,,
Felsőgagy,29708.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Krasznokvajda,1447.0,219,81,,,,,,,,1.0,,,,,,
Felsőjánosfa,8013.0,község,Vas,177 0,Körmendi,Körmend,5.0,Őriszentpéter,306.0,168,87,,,,,,,,,,,,,,
Felsőkelecsény,31723.0,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,5.0,Felsőnyárád,799.0,355,136,,,,,,,,,,,,,,
Felsőlajos,33598.0,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,5.0,Lajosmizse,1141.0,1003,412,,,,,,,,,,,,,,
Felsőmarác,29841.0,község,Vas,177 0,Körmendi,Körmend,5.0,Ivánc,1744.0000000000002,251,183,,,,,,,,,,,,,,
Felsőmocsolád,13985.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Mernye,1651.0000000000002,311,240,,,,,,,,,,,,,,
Felsőnána,15820.0,község,Tolna,170 0,Bonyhádi,Bonyhád,5.0,Zomba,1889.9999999999998,563,233,,,,,,1.0,,,,,,,,
Felsőnyárád,32762.0,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,2.0,[Helyben],1167.0,869,376,,,,,,,,1.0,,,,,,
Felsőnyék,17914.0,község,Tolna,174 0,Tamási,Tamási,5.0,Magyarkeszi,3202.0000000000005,1008,489,,,,,,,,1.0,,,,,,
Felsőörs,24369.0,község,Veszprém,184 0,Balatonalmádi,Balatonalmádi,5.0,Balatonalmádi,1723.0,2093,821,,,,,,,,,,,,,,
Felsőpáhok,11642.0,község,Zala,193 0,Keszthelyi,Keszthely,5.0,Zalacsány,727.0,686,352,,,,,,,,,,,,,,
Felsőpakony,6035.0,nagyközség,Pest,129 0,Gyáli,Gyál,1.0,–,1533.0,3756,1336,,,,,,,,,,,,,,
Felsőpetény,24323.0,község,Nógrád,119 0,Rétsági,Rétság,5.0,Nőtincs,1450.0,571,264,,,,,,,,,,,,1.0,,
Felsőrajk,21476.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Garabonc,2054.0,746,330,,,,,,,,,,,,,,
Felsőregmec,7588.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Mikóháza,1075.0,316,82,,,,,,,,1.0,,,,,,
Felsőszenterzsébet,30890.0,község,Zala,194 0,Lenti,Lenti,5.0,Csesztreg,824.0,15,16,,,,,,,,,,,,,,
Felsőszentiván,2954.0,község,Bács-Kiskun,035 0,Bajai,Baja,2.0,[Helyben],5354.0,1681,818,,,,1.0,,,,1.0,,,,,,
Felsőszentmárton,8819.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Sellye,1946.0,715,500,,,,1.0,,,,,,,,,,
Felsőszölnök,23287.0,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,5.0,Alsószölnök,2356.0,523,305,,,,,,,,,,,,,1.0,
Felsőtárkány,16328.0,község,Heves,104 0,Egri,Eger,2.0,[Helyben],7731.999999999999,3444,1318,,,,,,,,1.0,,,,,,
Felsőtelekes,31671.0,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,5.0,Ormosbánya,844.9999999999999,632,284,,,,,,,,1.0,,,,,,
Felsőtold,33312.0,község,Nógrád,118 0,Pásztói,Pásztó,5.0,Mátraszőlős,1083.0,127,103,,,,,,,,,,,,,,
Felsővadász,23533.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Homrogd,1864.0,565,164,,,,,,,,1.0,,,,,,
Felsőzsolca,2848.0,város,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1.0,–,1625.0,6375,2241,,,,,,,,1.0,,,,,,
Fényeslitke,22415.0,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,1.0,–,2515.0,2256,834,,,,,,,,1.0,,1.0,,,,
Fenyőfő,30678.0,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,5.0,Bakonyszentlászló,2965.0,92,88,,,,,,,,,,,,,,
Ferencszállás,18999.0,község,Csongrád-Csanád,075 0,Szegedi,Szeged,5.0,Kübekháza,579.0,603,270,,,,,,,,,,,,,,
Fertőboz,11253.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5.0,Nagycenk,1367.0,304,120,,,,,,,,,,,,,,
Fertőd,9885.0,város,Győr-Moson-Sopron,091 0,Soproni,Sopron,1.0,–,4854.0,3409,1549,,,,,,1.0,,,,,,,,
Fertőendréd,9487.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5.0,Petőháza,1509.0,617,256,,,,,,,,,,,,,,
Fertőhomok,10658.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5.0,Hegykő,1261.0,906,419,,,,1.0,,,,,,,,,,
Fertőrákos,12414.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,1.0,–,2190.0,2473,1079,,,,,,1.0,,,,,,,,
Fertőszentmiklós,15343.0,város,Győr-Moson-Sopron,091 0,Soproni,Sopron,1.0,–,3939.0,3933,1596,,,,,,,,,,,,,,
Fertőszéplak,31440.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,2.0,[Helyben],2178.0,1425,565,,,,,,,,,,,,,,
Fiad,31644.0,község,Somogy,147 0,Tabi,Tab,5.0,Andocs,1491.0,104,76,,,,,,,,,,,,,,
Filkeháza,25238.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Pálháza,441.0,77,37,,,,,,,,,,1.0,,,,
Fityeház,19187.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Murakeresztúr,650.0,561,253,,,,1.0,,,,,,,,,,
Foktő,2149.0,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,5.0,Fajsz,3146.0,1354,721,,,,,,,,1.0,,,,,,
Folyás,34014.0,község,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,5.0,Hajdúnánás,5393.0,259,154,,,,,,,,,,,,,,
Fonó,22026.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Baté,1061.0,298,146,,,,,,,,,,,,,,
Fony,17932.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Telkibánya,4056.0,318,200,,,,,,,,1.0,,,,,,
Fonyód,14632.0,város,Somogy,142 1,Fonyódi,Fonyód,1.0,–,5355.0,5055,3058,,,,,,,,,,,,,,
Forráskút,33020.0,község,Csongrád-Csanád,074 0,Mórahalmi,Mórahalom,1.0,–,3667.0,2009,1019,,,,,,,,,,,,,,
Forró,30483.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,2.0,[Helyben],1903.0,2669,800,,,,,,,,1.0,,,,,,
Fót,32610.0,város,Pest,126 0,Dunakeszi,Dunakeszi,2.0,[Helyben],3740.0,20823,7786,,,,,,,,,,,,,,
Földeák,9210.0,község,Csongrád-Csanád,073 0,Makói,Makó,2.0,[Helyben],3636.9999999999995,2869,1451,,,,,,,,,,,,,,
Földes,3258.0,nagyközség,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,1.0,–,6523.999999999999,3602,1683,,,,,,,,1.0,,,,,,
Főnyed,22707.0,község,Somogy,144 0,Marcali,Marcali,5.0,Balatonszentgyörgy,573.0,72,52,,,,,,,,,,,,,,
Fulókércs,22123.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Méra,1860.0000000000002,471,117,,,,,,,,1.0,,,,,,
Furta,16993.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,2.0,[Helyben],4286.0,1170,566,,,,,,,,,1.0,,,,,
Füle,6114.0,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,5.0,Jenő,3032.0,851,405,,,,,,,,,,,,,,
Fülesd,10791.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Kölcse,1505.0,383,178,,,,,,,,1.0,,,,,,
Fülöp,22150.0,község,Hajdú-Bihar,101 0,Nyíradonyi,Nyíradony,5.0,Nyírábrány,5595.0,1573,709,,,,,,,,1.0,,,,,,
Fülöpháza,31468.0,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,5.0,Kerekegyháza,4706.0,857,435,,,,,,,,,,,,,,
Fülöpjakab,33622.0,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,5.0,Kunszállás,2316.0,1173,522,,,,,,,,,,,,,,
Fülöpszállás,14058.0,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,1.0,–,9132.0,2255,1150,,,,,,,,1.0,,,,,,
Fülpösdaróc,14377.0,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,5.0,Győrtelek,425.0,380,108,,,,,,,,,,,,,,
Fürged,17950.0,község,Tolna,174 0,Tamási,Tamási,5.0,Ozora,2676.0,622,248,,,,,,,,1.0,,,,,,
Füzér,17109.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Mikóháza,3749.0,320,222,,,,,,,,,,,,1.0,,
Füzérkajata,6460.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Pálháza,1144.0,123,81,,,,,,,,,,,,,,
Füzérkomlós,11378.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Pálháza,587.0,290,121,,,,,,,,1.0,,,,,,
Füzérradvány,10366.0,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,5.0,Mikóháza,981.0,265,163,,,,,,,,,,,,,,
Füzesabony,3276.0,város,Heves,105 1,Füzesabonyi,Füzesabony,1.0,–,4634.0,7098,3088,,,,,,,,1.0,,,,,,
Füzesgyarmat,12256.0,város,Békés,053 0,Szeghalmi,Szeghalom,1.0,–,12734.0,4871,2381,,,,,,,,1.0,,,,,,
Fűzvölgy,16531.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Hahót,314.0,134,56,,,,,,1.0,,,,,,,,
Gáborján,18175.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5.0,Váncsod,2646.0,832,365,,,,,,,,1.0,,,,,,
Gáborjánháza,17516.0,község,Zala,194 0,Lenti,Lenti,5.0,Rédics,507.0,69,62,,,,,,,,,,,,,,
Gacsály,13727.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5.0,Rozsály,1982.0,814,289,,,,,,,,1.0,,,,,,
Gadács,28264.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Igal,386.0,74,59,,,,,,,,,,,,,,
Gadány,26222.0,község,Somogy,144 0,Marcali,Marcali,5.0,Mesztegnyő,1970.0,302,149,,,,,,,,,,,,,,
Gadna,5494.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Homrogd,809.0,310,61,,,,,,,,1.0,,,,,,
Gádoros,9511.0,nagyközség,Békés,050 0,Orosházi,Orosháza,1.0,–,3813.0000000000005,3254,1699,,,,,,,,1.0,,,,,,
Gagyapáti,28732.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Krasznokvajda,323.0,33,16,,,,,,,,,,,,,,
Gagybátor,28307.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Selyeb,1877.0,214,73,,,,,,,,1.0,,,,,,
Gagyvendégi,3744.0,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5.0,Selyeb,1232.0,202,98,,,,,,,,,,,,,,
Galambok,12991.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,2.0,[Helyben],2591.0,1226,587,,,,,,,,1.0,,,,,,
Galgaguta,25663.0,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,2.0,[Helyben],1589.0,608,286,,,,,,,,1.0,,,,1.0,,
Galgagyörk,13295.0,község,Pest,138 0,Váci,Vác,5.0,Püspökhatvan,1472.0,930,342,,,,,,,,1.0,,,,1.0,,
Galgahévíz,19503.0,község,Pest,122 0,Aszódi,Aszód,1.0,–,3118.0,2542,1014,,,,,,,,1.0,,,,,,
Galgamácsa,27128.0,község,Pest,122 0,Aszódi,Aszód,2.0,[Helyben],4331.0,1857,746,,,,,,,,,,,,,,
Gálosfa,6585.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Baté,1976.0000000000002,224,107,,,,,,,,,,,,,,
Galvács,19293.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Szendrő,1504.0,82,70,,,,,,,,,,,,,,
Gamás,6451.0,község,Somogy,142 0,Fonyódi,Fonyód,5.0,Látrány,4292.0,625,362,,,,,,,,1.0,,,,,,
Ganna,12742.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Pápakovácsi,1547.0,248,125,,,,,,1.0,,,,,,,,
Gánt,15750.0,község,Fejér,077 0,Bicskei,Bicske,5.0,Csákvár,5815.0,727,310,,,,,,1.0,,,,,,,,
Gara,31848.0,község,Bács-Kiskun,035 0,Bajai,Baja,2.0,[Helyben],5996.0,2086,893,,,,1.0,,1.0,,1.0,,,,,,
Garáb,18494.0,község,Nógrád,118 0,Pásztói,Pásztó,5.0,Mátraszőlős,819.9999999999999,40,37,,,,,,,,,,,,,,
Garabonc,12946.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,2.0,[Helyben],1855.9999999999998,617,292,,,,,,,,1.0,,,,,,
Garadna,10904.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Novajidrány,975.0,358,188,,,,,,,,,,1.0,,,,
Garbolc,4996.0,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,2.0,[Helyben],723.0,124,70,,,,,,,,,,,,,,
Gárdony,10296.0,város,Fejér,080 1,Gárdonyi,Gárdony,1.0,–,6353.0,13811,6417,,,,,,,,,,,,,,
Garé,7560.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Diósviszló,852.9999999999999,277,110,,,,,,,,,,,,,,
Gasztony,30906.0,község,Vas,180 0,Szentgotthárdi,Szentgotthárd,5.0,Rátót,1427.0,404,211,,,,,,,,,,,,,,
Gátér,26383.0,község,Bács-Kiskun,040 0,Kiskunfélegyházi,Kiskunfélegyháza,5.0,Petőfiszállás,3089.0,844,449,,,,,,,,,,,,,,
Gávavencsellő,5801.0,nagyközség,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,2.0,[Helyben],6681.999999999999,3271,1469,,,,,,1.0,,1.0,,,,,,
Géberjén,3629.0,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,5.0,Nagyecsed,538.0,426,198,,,,,,,,,,,,,,
Gecse,9292.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Vaszar,933.0,394,178,,,,,,,,,,,,,,
Géderlak,3577.0,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,2.0,[Helyben],1894.0000000000002,864,460,,,,,,,,,,,,,,
Gégény,5670.0,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,5.0,Demecser,2344.0,1748,714,,,,,,,,,,,,,,
Gelej,23719.0,község,Borsod-Abaúj-Zemplén,059 0,Mezőcsáti,Mezőcsát,5.0,Tiszatarján,3211.0,543,233,,,,,,,,,,,,,,
Gelénes,4613.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Csaroda,2055.0,496,237,,,,,,,,,,,,,,
Gellénháza,8068.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,2.0,[Helyben],523.0,1469,643,,,,,,,,,,,,,,
Gelse,12089.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Újudvar,2247.0,970,439,,,,,,,,,,,,,,
Gelsesziget,9089.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Újudvar,498.00000000000006,259,104,,,,,,,,,,,,,,
Gemzse,13000.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Ilk,1359.0,799,269,,,,,,,,1.0,,,,,,
Gencsapáti,24183.0,község,Vas,181 0,Szombathelyi,Szombathely,1.0,–,2239.0,2674,975,,,,,,,,,,,,,,
Gérce,26152.0,község,Vas,179 0,Sárvári,Sárvár,2.0,[Helyben],1830.0,1074,483,,,,,,,,,,,,,,
Gerde,12751.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Királyegyháza,1276.0,470,187,,,,,,,,1.0,,,,,,
Gerendás,7393.0,község,Békés,046 0,Békéscsabai,Békéscsaba,5.0,Kétsoprony,4078.0,1024,649,,,,,,,,,,,,1.0,,
Gerényes,13347.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Vásárosdombó,1234.0,203,95,,,,,,,,,,,,,,
Geresdlak,2857.0,község,Baranya,029 0,Pécsváradi,Pécsvárad,5.0,Erzsébet,2528.0,735,385,,,,,,1.0,,,,,,,,
Gerjen,5731.0,község,Tolna,172 0,Paksi,Paks,5.0,Dunaszentgyörgy,3628.0,1159,568,,,,,,,,,,,,,,
Gersekarát,30942.0,község,Vas,182 0,Vasvári,Vasvár,5.0,Kám,1992.0000000000002,619,332,,,,,,,,,,,,,,
Geszt,17394.0,község,Békés,051 0,Sarkadi,Sarkad,5.0,Kötegyán,5139.0,642,327,,,,,,,,1.0,,,,,,
Gesztely,15608.0,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,1.0,–,2882.0,2628,935,,,,,,,,1.0,,,,,,
Geszteréd,28893.0,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,2.0,[Helyben],3352.0000000000005,1578,742,,,,,,,,,,,,,,
Gétye,20039.0,község,Zala,193 0,Keszthelyi,Keszthely,5.0,Zalaapáti,666.0,98,91,,,,,,,,,,,,,,
Gibárt,20969.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Abaújkér,533.0,340,140,,,,,,,,,,,,,,
Gic,16717.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Pápateszér,1968.0,328,145,,,,,,,,,,,,,,
Gige,9177.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Csököly,1319.0,392,124,,,,,,,,1.0,,,,,,
Gilvánfa,18333.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Csányoszró,1543.0,324,118,,,,,,,,1.0,,,,,,
Girincs,21564.0,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,5.0,Kesznyéten,1120.0,894,286,,,,,,,,1.0,,,,,,
Gógánfa,18193.0,község,Veszprém,188 0,Sümegi,Sümeg,2.0,[Helyben],1317.0,690,313,,,,,,,,,,,,,,
Golop,13134.0,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,5.0,Tállya,943.0,568,291,,,,,,,,,,,,,,
Gomba,9441.0,község,Pest,130 0,Monori,Monor,2.0,[Helyben],3972.9999999999995,3192,1244,,,,,,,,,,,,,,
Gombosszeg,17613.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Gellénháza,216.0,66,30,,,,,,,,,,,,,,
Gór,11156.0,község,Vas,179 0,Sárvári,Sárvár,5.0,Bő,1099.0,340,177,,,,,,,,,,,,,,
Gordisa,33084.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Kovácshida,1088.0,285,95,,,,,,,,1.0,,,,,,
Gosztola,13569.0,község,Zala,194 0,Lenti,Lenti,5.0,Rédics,698.0,67,52,,,,,,,,,,,,,,
Göd,23649.0,város,Pest,126 0,Dunakeszi,Dunakeszi,1.0,–,2444.0,21838,8258,,,,,,,,1.0,,,,,,
Gödöllő,32559.0,város,Pest,128 1,Gödöllői,Gödöllő,1.0,–,6193.0,32410,13676,,,,,1.0,1.0,,1.0,,,,,,
Gödre,33233.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Sásd,3993.0,708,382,,,,,,1.0,,1.0,,,,,,
Gölle,30571.0,község,Somogy,143 0,Kaposvári,Kaposvár,2.0,[Helyben],4469.0,715,412,,,,,,,,1.0,,,,,,
Gömörszőlős,9706.0,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,5.0,Királd,877.0,69,50,,,,,,,,,,,,,,
Gönc,15936.0,város,Borsod-Abaúj-Zemplén,057 1,Gönci,Gönc,2.0,[Helyben],3727.0000000000005,1928,862,,,,,,,,1.0,,,,,,
Göncruszka,18643.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Vilmány,1670.0,653,314,,,,,,,,1.0,,,,,,
Gönyű,2060.0,község,Győr-Moson-Sopron,087 0,Győri,Győr,1.0,–,2171.0,3262,1234,,,,,,,,,,,,,,
Görbeháza,16568.0,község,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,1.0,–,8020.999999999999,2237,1043,,,,,,,,,,,,,,
Görcsöny,30438.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Regenye,1852.0,1588,532,,,,,,1.0,,1.0,,,,,,
Görcsönydoboka,9636.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Somberek,951.0,324,177,,,,,,1.0,,,,,,,,
Görgeteg,14599.0,község,Somogy,145 0,Nagyatádi,Nagyatád,5.0,Lábod,3350.0,1007,432,,,,,,,,1.0,,,,,,
Gősfa,29771.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Egervár,1045.0,308,128,,,,,,,,,,,,,,
Grábóc,26727.0,község,Tolna,170 0,Bonyhádi,Bonyhád,5.0,Bonyhád,1373.0,153,84,,,,,,,,,,,,,,
Gulács,29443.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Tarpa,2335.0,919,359,,,,,,,,,,,,,,
Gutorfölde,2097.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Bak,2485.0,849,471,,,,,,,,,,,,,,
Gyál,25627.0,város,Pest,129 1,Gyáli,Gyál,1.0,–,2493.0,24267,8451,,,,,,,,1.0,1.0,,,,,
Gyalóka,17969.0,község,Győr-Moson-Sopron,091 0,Soproni,Sopron,5.0,Sopronhorpács,393.0,89,48,,,,,,,,,,,,,,
Gyanógeregye,27030.0,község,Vas,181 0,Szombathelyi,Szombathely,5.0,Sorkifalud,707.0,154,63,,,,,,,,,,,,,,
Gyarmat,26860.0,község,Győr-Moson-Sopron,092 0,Téti,Tét,2.0,[Helyben],2245.0,1358,584,,,,,,,,,,,,,,
Gyékényes,30960.0,község,Somogy,141 0,Csurgói,Csurgó,5.0,Somogyudvarhely,3376.0,973,501,,,,,,,,1.0,,,,,,
Gyenesdiás,23302.0,nagyközség,Zala,193 0,Keszthelyi,Keszthely,2.0,[Helyben],1850.0,3964,2137,,,,,,,,,,,,,,
Gyepükaján,28671.0,község,Veszprém,188 0,Sümegi,Sümeg,5.0,Sümeg,911.0,334,156,,,,,,,,,,,,,,
Gyermely,6521.0,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,2.0,[Helyben],4547.0,1545,595,,,,,,1.0,,,,,,,,
Gyód,18315.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Keszü,325.0,788,309,,,,,,1.0,,,,,,,,
Gyomaendrőd,33455.0,város,Békés,047 1,Gyomaendrődi,Gyomaendrőd,2.0,[Helyben],30394.0,11828,6735,,,,,,1.0,,1.0,,,,,,
Gyóró,23843.0,község,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,5.0,Mihályi,1164.0,364,152,,,,,,,,,,,,,,
Gyömöre,20400.0,község,Győr-Moson-Sopron,092 0,Téti,Tét,2.0,[Helyben],2049.0,1244,503,,,,,,,,,,,,,,
Gyömrő,29735.0,város,Pest,130 0,Monori,Monor,1.0,–,2651.0,20355,7409,,,,,,,,1.0,,,,,,
Gyöngyfa,28404.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Királyegyháza,877.9999999999999,123,52,,,,,,,,1.0,,,,,,
Gyöngyös,5236.0,város,Heves,106 1,Gyöngyösi,Gyöngyös,2.0,[Helyben],5526.0,27294,14915,,,,,,,,1.0,,1.0,,,,
Gyöngyösfalu,11943.0,község,Vas,178 0,Kőszegi,Kőszeg,5.0,Lukácsháza,965.0,1080,432,,,,,,,,,,,,,,
