date,measure,tax,scope,netto_koncepcio,value,period,incl_kozfoglalk
2024-05,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,816100,monthly,False
2024-05,atlag,brutto,vallalkozas,,663700,monthly,True
2024-05,atlag,brutto,viz_es_hulladekgazdalkodas,,629900,monthly,False
2024-05,atlag,netto,koltsegvetes,kedvezmeny_nelkul,405500,monthly,True
2024-05,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88400,monthly,True
2024-05,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,441100,monthly,False
2024-05,atlag,netto,nemzetgazdasag,kedvezmennyel,448700,monthly,True
2024-05,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,433600,monthly,True
2024-05,atlag,netto,nonprofit,kedvezmeny_nelkul,436400,monthly,True
2024-05,atlag,netto,vallalkozas,kedvezmeny_nelkul,441400,monthly,True
2024-05,median,brutto,nemzetgazdasag,,525100,monthly,True
2024-05,median,netto,nemzetgazdasag,kedvezmennyel,363900,monthly,True
2024-05,rendsz,brutto,koltsegvetes,,592900,monthly,True
2024-05,rendsz,brutto,nemzetgazdasag,,607800,monthly,True
2024-05,rendsz,brutto,nonprofit,,636200,monthly,True
2024-05,rendsz,brutto,vallalkozas,,609100,monthly,True
2024-06,atlag,brutto,adminisztrativ_szolgaltatasok,,534600,monthly,False
2024-06,atlag,brutto,banyaszat,,773300,monthly,False
2024-06,atlag,brutto,egeszsegugyi_szocialis_ellatas,,697800,monthly,False
2024-06,atlag,brutto,egyeb_szolgaltatas,,505100,monthly,False
2024-06,atlag,brutto,energiaipar,,883800,monthly,False
2024-06,atlag,brutto,epitoipar,,516500,monthly,False
2024-06,atlag,brutto,feldolgozoipar,,672400,monthly,False
2024-06,atlag,brutto,informacio_kommunikacio,,995100,monthly,False
2024-06,atlag,brutto,ingatlanugyletek,,572700,monthly,False
2024-06,atlag,brutto,kereskedelem,,568900,monthly,False
2024-06,atlag,brutto,koltsegvetes,,630100,monthly,True
2024-06,atlag,brutto,kozfoglalk,,132800,monthly,True
2024-06,atlag,brutto,kozigazgatas,,729800,monthly,False
2024-06,atlag,brutto,mezogazdasag,,502900,monthly,False
2024-06,atlag,brutto,muveszet_szabadido,,612200,monthly,False
2024-06,atlag,brutto,nem_kozfoglalk,,653000,monthly,False
2024-06,atlag,brutto,nemzetgazdasag,,642000,monthly,True
2024-06,atlag,brutto,nonprofit,,660000,monthly,True
2024-06,atlag,brutto,oktatas,,670400,monthly,False
2024-06,atlag,brutto,penzugyi_szolgaltatas,,1018900,monthly,False
2024-06,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,408500,monthly,False
2024-06,atlag,brutto,szallitas_raktarozas,,587700,monthly,False
2024-06,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,813700,monthly,False
2024-06,atlag,brutto,vallalkozas,,643600,monthly,True
2024-06,atlag,brutto,viz_es_hulladekgazdalkodas,,599800,monthly,False
2024-06,atlag,netto,koltsegvetes,kedvezmeny_nelkul,419000,monthly,True
2024-06,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88300,monthly,True
2024-06,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,434200,monthly,False
2024-06,atlag,netto,nemzetgazdasag,kedvezmennyel,442000,monthly,True
2024-06,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,427000,monthly,True
2024-06,atlag,netto,nonprofit,kedvezmeny_nelkul,438900,monthly,True
2024-06,atlag,netto,vallalkozas,kedvezmeny_nelkul,428000,monthly,True
2024-06,median,brutto,nemzetgazdasag,,518800,monthly,True
2024-06,median,netto,nemzetgazdasag,kedvezmennyel,359200,monthly,True
2024-06,rendsz,brutto,koltsegvetes,,597800,monthly,True
2024-06,rendsz,brutto,nemzetgazdasag,,598200,monthly,True
2024-06,rendsz,brutto,nonprofit,,631300,monthly,True
2024-06,rendsz,brutto,vallalkozas,,595000,monthly,True
2024-07,atlag,brutto,adminisztrativ_szolgaltatasok,,524600,monthly,False
2024-07,atlag,brutto,banyaszat,,787700,monthly,False
2024-07,atlag,brutto,egeszsegugyi_szocialis_ellatas,,699600,monthly,False
2024-07,atlag,brutto,egyeb_szolgaltatas,,491500,monthly,False
2024-07,atlag,brutto,energiaipar,,892700,monthly,False
2024-07,atlag,brutto,epitoipar,,511800,monthly,False
2024-07,atlag,brutto,feldolgozoipar,,671100,monthly,False
2024-07,atlag,brutto,informacio_kommunikacio,,999900,monthly,False
2024-07,atlag,brutto,ingatlanugyletek,,545300,monthly,False
2024-07,atlag,brutto,kereskedelem,,560000,monthly,False
2024-07,atlag,brutto,koltsegvetes,,625000,monthly,True
2024-07,atlag,brutto,kozfoglalk,,132000,monthly,True
2024-07,atlag,brutto,kozigazgatas,,705800,monthly,False
2024-07,atlag,brutto,mezogazdasag,,502600,monthly,False
2024-07,atlag,brutto,muveszet_szabadido,,587200,monthly,False
2024-07,atlag,brutto,nem_kozfoglalk,,647400,monthly,False
2024-07,atlag,brutto,nemzetgazdasag,,636700,monthly,True
2024-07,atlag,brutto,nonprofit,,650800,monthly,True
2024-07,atlag,brutto,oktatas,,673900,monthly,False
2024-07,atlag,brutto,penzugyi_szolgaltatas,,1010400,monthly,False
2024-07,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,408000,monthly,False
2024-07,atlag,brutto,szallitas_raktarozas,,588000,monthly,False
2024-07,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,804200,monthly,False
2024-07,atlag,brutto,vallalkozas,,638700,monthly,True
2024-07,atlag,brutto,viz_es_hulladekgazdalkodas,,590300,monthly,False
2024-07,atlag,netto,koltsegvetes,kedvezmeny_nelkul,415600,monthly,True
2024-07,atlag,netto,kozfoglalk,kedvezmeny_nelkul,87700,monthly,True
2024-07,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,430500,monthly,False
2024-07,atlag,netto,nemzetgazdasag,kedvezmennyel,438400,monthly,True
2024-07,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,423400,monthly,True
2024-07,atlag,netto,nonprofit,kedvezmeny_nelkul,432800,monthly,True
2024-07,atlag,netto,vallalkozas,kedvezmeny_nelkul,424700,monthly,True
2024-07,median,brutto,nemzetgazdasag,,524100,monthly,True
2024-07,median,netto,nemzetgazdasag,kedvezmennyel,362900,monthly,True
2024-07,rendsz,brutto,koltsegvetes,,604400,monthly,True
2024-07,rendsz,brutto,nemzetgazdasag,,602200,monthly,True
2024-07,rendsz,brutto,nonprofit,,629600,monthly,True
2024-07,rendsz,brutto,vallalkozas,,598800,monthly,True
2024-08,atlag,brutto,adminisztrativ_szolgaltatasok,,528000,monthly,False
2024-08,atlag,brutto,banyaszat,,771900,monthly,False
2024-08,atlag,brutto,egeszsegugyi_szocialis_ellatas,,692400,monthly,False
2024-08,atlag,brutto,egyeb_szolgaltatas,,496600,monthly,False
2024-08,atlag,brutto,energiaipar,,1019600,monthly,False
2024-08,atlag,brutto,epitoipar,,497700,monthly,False
2024-08,atlag,brutto,feldolgozoipar,,660900,monthly,False
2024-08,atlag,brutto,informacio_kommunikacio,,984600,monthly,False
2024-08,atlag,brutto,ingatlanugyletek,,542000,monthly,False
2024-08,atlag,brutto,kereskedelem,,554600,monthly,False
2024-08,atlag,brutto,koltsegvetes,,609200,monthly,True
2024-08,atlag,brutto,kozfoglalk,,132500,monthly,True
2024-08,atlag,brutto,kozigazgatas,,691700,monthly,False
2024-08,atlag,brutto,mezogazdasag,,490200,monthly,False
2024-08,atlag,brutto,muveszet_szabadido,,607500,monthly,False
2024-08,atlag,brutto,nem_kozfoglalk,,639200,monthly,False
2024-08,atlag,brutto,nemzetgazdasag,,628800,monthly,True
2024-08,atlag,brutto,nonprofit,,641600,monthly,True
2024-08,atlag,brutto,oktatas,,647000,monthly,False
2024-08,atlag,brutto,penzugyi_szolgaltatas,,982400,monthly,False
2024-08,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,412300,monthly,False
2024-08,atlag,brutto,szallitas_raktarozas,,584700,monthly,False
2024-08,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,789200,monthly,False
2024-08,atlag,brutto,vallalkozas,,633100,monthly,True
2024-08,atlag,brutto,viz_es_hulladekgazdalkodas,,597800,monthly,False
2024-08,atlag,netto,koltsegvetes,kedvezmeny_nelkul,405100,monthly,True
2024-08,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88100,monthly,True
2024-08,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,425000,monthly,False
2024-08,atlag,netto,nemzetgazdasag,kedvezmennyel,433100,monthly,True
2024-08,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,418100,monthly,True
2024-08,atlag,netto,nonprofit,kedvezmeny_nelkul,426700,monthly,True
2024-08,atlag,netto,vallalkozas,kedvezmeny_nelkul,421000,monthly,True
2024-08,median,brutto,nemzetgazdasag,,520000,monthly,True
2024-08,median,netto,nemzetgazdasag,kedvezmennyel,360100,monthly,True
2024-08,rendsz,brutto,koltsegvetes,,596800,monthly,True
2024-08,rendsz,brutto,nemzetgazdasag,,601300,monthly,True
2024-08,rendsz,brutto,nonprofit,,619700,monthly,True
2024-08,rendsz,brutto,vallalkozas,,600800,monthly,True
2024-09,atlag,brutto,adminisztrativ_szolgaltatasok,,522200,monthly,False
2024-09,atlag,brutto,banyaszat,,709400,monthly,False
2024-09,atlag,brutto,egeszsegugyi_szocialis_ellatas,,687500,monthly,False
2024-09,atlag,brutto,egyeb_szolgaltatas,,490700,monthly,False
2024-09,atlag,brutto,energiaipar,,867800,monthly,False
2024-09,atlag,brutto,epitoipar,,499800,monthly,False
2024-09,atlag,brutto,feldolgozoipar,,658500,monthly,False
2024-09,atlag,brutto,informacio_kommunikacio,,995000,monthly,False
2024-09,atlag,brutto,ingatlanugyletek,,550400,monthly,False
2024-09,atlag,brutto,kereskedelem,,556600,monthly,False
2024-09,atlag,brutto,koltsegvetes,,612100,monthly,True
2024-09,atlag,brutto,kozfoglalk,,132300,monthly,True
2024-09,atlag,brutto,kozigazgatas,,711700,monthly,False
2024-09,atlag,brutto,mezogazdasag,,486500,monthly,False
2024-09,atlag,brutto,muveszet_szabadido,,593000,monthly,False
2024-09,atlag,brutto,nem_kozfoglalk,,637300,monthly,False
2024-09,atlag,brutto,nemzetgazdasag,,627400,monthly,True
2024-09,atlag,brutto,nonprofit,,638600,monthly,True
2024-09,atlag,brutto,oktatas,,633400,monthly,False
2024-09,atlag,brutto,penzugyi_szolgaltatas,,964900,monthly,False
2024-09,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,409000,monthly,False
2024-09,atlag,brutto,szallitas_raktarozas,,574800,monthly,False
2024-09,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,799700,monthly,False
2024-09,atlag,brutto,vallalkozas,,630700,monthly,True
2024-09,atlag,brutto,viz_es_hulladekgazdalkodas,,603100,monthly,False
2024-09,atlag,netto,koltsegvetes,kedvezmeny_nelkul,407000,monthly,True
2024-09,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88000,monthly,True
2024-09,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,423800,monthly,False
2024-09,atlag,netto,nemzetgazdasag,kedvezmennyel,432200,monthly,True
2024-09,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,417200,monthly,True
2024-09,atlag,netto,nonprofit,kedvezmeny_nelkul,424700,monthly,True
2024-09,atlag,netto,vallalkozas,kedvezmeny_nelkul,419400,monthly,True
2024-09,median,brutto,nemzetgazdasag,,519500,monthly,True
2024-09,median,netto,nemzetgazdasag,kedvezmennyel,359100,monthly,True
2024-09,rendsz,brutto,koltsegvetes,,592600,monthly,True
2024-09,rendsz,brutto,nemzetgazdasag,,605100,monthly,True
2024-09,rendsz,brutto,nonprofit,,629100,monthly,True
2024-09,rendsz,brutto,vallalkozas,,606100,monthly,True
2024-10,atlag,brutto,adminisztrativ_szolgaltatasok,,530200,monthly,False
2024-10,atlag,brutto,banyaszat,,752100,monthly,False
2024-10,atlag,brutto,egeszsegugyi_szocialis_ellatas,,692000,monthly,False
2024-10,atlag,brutto,egyeb_szolgaltatas,,484400,monthly,False
2024-10,atlag,brutto,energiaipar,,891600,monthly,False
2024-10,atlag,brutto,epitoipar,,509500,monthly,False
2024-10,atlag,brutto,feldolgozoipar,,674300,monthly,False
2024-10,atlag,brutto,informacio_kommunikacio,,1007200,monthly,False
2024-10,atlag,brutto,ingatlanugyletek,,547300,monthly,False
2024-10,atlag,brutto,kereskedelem,,564900,monthly,False
2024-10,atlag,brutto,koltsegvetes,,616900,monthly,True
2024-10,atlag,brutto,kozfoglalk,,131600,monthly,True
2024-10,atlag,brutto,kozigazgatas,,698600,monthly,False
2024-10,atlag,brutto,mezogazdasag,,503200,monthly,False
2024-10,atlag,brutto,muveszet_szabadido,,624400,monthly,False
2024-10,atlag,brutto,nem_kozfoglalk,,647400,monthly,False
2024-10,atlag,brutto,nemzetgazdasag,,637200,monthly,True
2024-10,atlag,brutto,nonprofit,,646700,monthly,True
2024-10,atlag,brutto,oktatas,,653900,monthly,False
2024-10,atlag,brutto,penzugyi_szolgaltatas,,1000400,monthly,False
2024-10,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,418600,monthly,False
2024-10,atlag,brutto,szallitas_raktarozas,,592100,monthly,False
2024-10,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,798600,monthly,False
2024-10,atlag,brutto,vallalkozas,,642100,monthly,True
2024-10,atlag,brutto,viz_es_hulladekgazdalkodas,,598800,monthly,False
2024-10,atlag,netto,koltsegvetes,kedvezmeny_nelkul,410300,monthly,True
2024-10,atlag,netto,kozfoglalk,kedvezmeny_nelkul,87500,monthly,True
2024-10,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,430500,monthly,False
2024-10,atlag,netto,nemzetgazdasag,kedvezmennyel,438900,monthly,True
2024-10,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,423800,monthly,True
2024-10,atlag,netto,nonprofit,kedvezmeny_nelkul,430000,monthly,True
2024-10,atlag,netto,vallalkozas,kedvezmeny_nelkul,427000,monthly,True
2024-10,median,brutto,nemzetgazdasag,,529000,monthly,True
2024-10,median,netto,nemzetgazdasag,kedvezmennyel,366000,monthly,True
2024-10,rendsz,brutto,koltsegvetes,,597000,monthly,True
2024-10,rendsz,brutto,nemzetgazdasag,,613100,monthly,True
2024-10,rendsz,brutto,nonprofit,,638100,monthly,True
2024-10,rendsz,brutto,vallalkozas,,615100,monthly,True
2024-11,atlag,brutto,adminisztrativ_szolgaltatasok,,562200,monthly,False
2024-11,atlag,brutto,banyaszat,,843100,monthly,False
2024-11,atlag,brutto,egeszsegugyi_szocialis_ellatas,,742400,monthly,False
2024-11,atlag,brutto,egyeb_szolgaltatas,,544800,monthly,False
2024-11,atlag,brutto,energiaipar,,972900,monthly,False
2024-11,atlag,brutto,epitoipar,,546400,monthly,False
2024-11,atlag,brutto,feldolgozoipar,,759800,monthly,False
2024-11,atlag,brutto,informacio_kommunikacio,,1056700,monthly,False
2024-11,atlag,brutto,ingatlanugyletek,,599700,monthly,False
2024-11,atlag,brutto,kereskedelem,,610800,monthly,False
2024-11,atlag,brutto,koltsegvetes,,692000,monthly,True
2024-11,atlag,brutto,kozfoglalk,,133100,monthly,True
2024-11,atlag,brutto,kozigazgatas,,784700,monthly,False
2024-11,atlag,brutto,mezogazdasag,,528500,monthly,False
2024-11,atlag,brutto,muveszet_szabadido,,695000,monthly,False
2024-11,atlag,brutto,nem_kozfoglalk,,706600,monthly,False
2024-11,atlag,brutto,nemzetgazdasag,,695100,monthly,True
2024-11,atlag,brutto,nonprofit,,703600,monthly,True
2024-11,atlag,brutto,oktatas,,730500,monthly,False
2024-11,atlag,brutto,penzugyi_szolgaltatas,,1040200,monthly,False
2024-11,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,438500,monthly,False
2024-11,atlag,brutto,szallitas_raktarozas,,615800,monthly,False
2024-11,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,865600,monthly,False
2024-11,atlag,brutto,vallalkozas,,695100,monthly,True
2024-11,atlag,brutto,viz_es_hulladekgazdalkodas,,681600,monthly,False
2024-11,atlag,netto,koltsegvetes,kedvezmeny_nelkul,460200,monthly,True
2024-11,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88500,monthly,True
2024-11,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,469900,monthly,False
2024-11,atlag,netto,nemzetgazdasag,kedvezmennyel,478000,monthly,True
2024-11,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,462200,monthly,True
2024-11,atlag,netto,nonprofit,kedvezmeny_nelkul,467900,monthly,True
2024-11,atlag,netto,vallalkozas,kedvezmeny_nelkul,462200,monthly,True
2024-11,median,brutto,nemzetgazdasag,,550800,monthly,True
2024-11,median,netto,nemzetgazdasag,kedvezmennyel,383400,monthly,True
2024-11,rendsz,brutto,koltsegvetes,,613000,monthly,True
2024-11,rendsz,brutto,nemzetgazdasag,,613700,monthly,True
2024-11,rendsz,brutto,nonprofit,,657100,monthly,True
2024-11,rendsz,brutto,vallalkozas,,609500,monthly,True
2024-12,atlag,brutto,adminisztrativ_szolgaltatasok,,574000,monthly,False
2024-12,atlag,brutto,banyaszat,,865700,monthly,False
2024-12,atlag,brutto,egeszsegugyi_szocialis_ellatas,,737800,monthly,False
2024-12,atlag,brutto,egyeb_szolgaltatas,,633300,monthly,False
2024-12,atlag,brutto,energiaipar,,1051800,monthly,False
2024-12,atlag,brutto,epitoipar,,590300,monthly,False
2024-12,atlag,brutto,feldolgozoipar,,753100,monthly,False
2024-12,atlag,brutto,informacio_kommunikacio,,1131100,monthly,False
2024-12,atlag,brutto,ingatlanugyletek,,680200,monthly,False
2024-12,atlag,brutto,kereskedelem,,626300,monthly,False
2024-12,atlag,brutto,koltsegvetes,,681500,monthly,True
2024-12,atlag,brutto,kozfoglalk,,133300,monthly,True
2024-12,atlag,brutto,kozigazgatas,,778400,monthly,False
2024-12,atlag,brutto,mezogazdasag,,603100,monthly,False
2024-12,atlag,brutto,muveszet_szabadido,,754200,monthly,False
2024-12,atlag,brutto,nem_kozfoglalk,,740000,monthly,False
2024-12,atlag,brutto,nemzetgazdasag,,727700,monthly,True
2024-12,atlag,brutto,nonprofit,,804600,monthly,True
2024-12,atlag,brutto,oktatas,,786800,monthly,False
2024-12,atlag,brutto,penzugyi_szolgaltatas,,1407400,monthly,False
2024-12,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,451400,monthly,False
2024-12,atlag,brutto,szallitas_raktarozas,,656500,monthly,False
2024-12,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,932300,monthly,False
2024-12,atlag,brutto,vallalkozas,,733100,monthly,True
2024-12,atlag,brutto,viz_es_hulladekgazdalkodas,,849600,monthly,False
2024-12,atlag,netto,koltsegvetes,kedvezmeny_nelkul,453200,monthly,True
2024-12,atlag,netto,kozfoglalk,kedvezmeny_nelkul,88700,monthly,True
2024-12,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,492100,monthly,False
2024-12,atlag,netto,nemzetgazdasag,kedvezmennyel,500500,monthly,True
2024-12,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,483900,monthly,True
2024-12,atlag,netto,nonprofit,kedvezmeny_nelkul,535000,monthly,True
2024-12,atlag,netto,vallalkozas,kedvezmeny_nelkul,487500,monthly,True
2024-12,median,brutto,nemzetgazdasag,,560900,monthly,True
2024-12,median,netto,nemzetgazdasag,kedvezmennyel,389800,monthly,True
2024-12,rendsz,brutto,koltsegvetes,,610200,monthly,True
2024-12,rendsz,brutto,nemzetgazdasag,,625400,monthly,True
2024-12,rendsz,brutto,nonprofit,,680200,monthly,True
2024-12,rendsz,brutto,vallalkozas,,624100,monthly,True
2025-01,atlag,brutto,adminisztrativ_szolgaltatasok,,558500,monthly,False
2025-01,atlag,brutto,banyaszat,,719200,monthly,False
2025-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,,704900,monthly,False
2025-01,atlag,brutto,egyeb_szolgaltatas,,510500,monthly,False
2025-01,atlag,brutto,energiaipar,,880700,monthly,False
2025-01,atlag,brutto,epitoipar,,520700,monthly,False
2025-01,atlag,brutto,feldolgozoipar,,701600,monthly,False
2025-01,atlag,brutto,informacio_kommunikacio,,1072100,monthly,False
2025-01,atlag,brutto,ingatlanugyletek,,589200,monthly,False
2025-01,atlag,brutto,kereskedelem,,594000,monthly,False
2025-01,atlag,brutto,koltsegvetes,,652200,monthly,True
2025-01,atlag,brutto,kozfoglalk,,142900,monthly,True
2025-01,atlag,brutto,kozigazgatas,,732400,monthly,False
2025-01,atlag,brutto,mezogazdasag,,507800,monthly,False
2025-01,atlag,brutto,muveszet_szabadido,,610500,monthly,False
2025-01,atlag,brutto,nem_kozfoglalk,,678900,monthly,False
2025-01,atlag,brutto,nemzetgazdasag,,668100,monthly,True
2025-01,atlag,brutto,nonprofit,,677300,monthly,True
2025-01,atlag,brutto,oktatas,,717300,monthly,False
2025-01,atlag,brutto,penzugyi_szolgaltatas,,1060400,monthly,False
2025-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,436600,monthly,False
2025-01,atlag,brutto,szallitas_raktarozas,,611800,monthly,False
2025-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,851700,monthly,False
2025-01,atlag,brutto,vallalkozas,,671700,monthly,True
2025-01,atlag,brutto,viz_es_hulladekgazdalkodas,,599200,monthly,False
2025-01,atlag,netto,koltsegvetes,kedvezmeny_nelkul,433700,monthly,True
2025-01,atlag,netto,kozfoglalk,kedvezmeny_nelkul,95100,monthly,True
2025-01,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,451500,monthly,False
2025-01,atlag,netto,nemzetgazdasag,kedvezmennyel,459000,monthly,True
2025-01,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,444300,monthly,True
2025-01,atlag,netto,nonprofit,kedvezmeny_nelkul,450400,monthly,True
2025-01,atlag,netto,vallalkozas,kedvezmeny_nelkul,446700,monthly,True
2025-01,kvintilis_1,brutto,nemzetgazdasag,,295412,monthly,True
2025-01,kvintilis_2,brutto,nemzetgazdasag,,407071,monthly,True
2025-01,kvintilis_3,brutto,nemzetgazdasag,,541770,monthly,True
2025-01,kvintilis_4,brutto,nemzetgazdasag,,721054,monthly,True
2025-01,kvintilis_5,brutto,nemzetgazdasag,,1373993,monthly,True
2025-01,median,brutto,nemzetgazdasag,,539500,monthly,True
2025-01,median,netto,nemzetgazdasag,kedvezmennyel,373600,monthly,True
2025-01,rendsz,brutto,koltsegvetes,,645100,monthly,True
2025-01,rendsz,brutto,nemzetgazdasag,,639800,monthly,True
2025-01,rendsz,brutto,nonprofit,,668300,monthly,True
2025-01,rendsz,brutto,vallalkozas,,635400,monthly,True
2025-02,atlag,brutto,adminisztrativ_szolgaltatasok,,547200,monthly,False
2025-02,atlag,brutto,banyaszat,,708700,monthly,False
2025-02,atlag,brutto,egeszsegugyi_szocialis_ellatas,,693300,monthly,False
2025-02,atlag,brutto,egyeb_szolgaltatas,,517200,monthly,False
2025-02,atlag,brutto,energiaipar,,881300,monthly,False
2025-02,atlag,brutto,epitoipar,,521100,monthly,False
2025-02,atlag,brutto,feldolgozoipar,,684100,monthly,False
2025-02,atlag,brutto,informacio_kommunikacio,,1123300,monthly,False
2025-02,atlag,brutto,ingatlanugyletek,,589100,monthly,False
2025-02,atlag,brutto,kereskedelem,,606100,monthly,False
2025-02,atlag,brutto,koltsegvetes,,637500,monthly,True
2025-02,atlag,brutto,kozfoglalk,,142400,monthly,True
2025-02,atlag,brutto,kozigazgatas,,698500,monthly,False
2025-02,atlag,brutto,mezogazdasag,,493200,monthly,False
2025-02,atlag,brutto,muveszet_szabadido,,629700,monthly,False
2025-02,atlag,brutto,nem_kozfoglalk,,672100,monthly,False
2025-02,atlag,brutto,nemzetgazdasag,,661400,monthly,True
2025-02,atlag,brutto,nonprofit,,673000,monthly,True
2025-02,atlag,brutto,oktatas,,717400,monthly,False
2025-02,atlag,brutto,penzugyi_szolgaltatas,,1019900,monthly,False
2025-02,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,432200,monthly,False
2025-02,atlag,brutto,szallitas_raktarozas,,603700,monthly,False
2025-02,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,831800,monthly,False
2025-02,atlag,brutto,vallalkozas,,667100,monthly,True
2025-02,atlag,brutto,viz_es_hulladekgazdalkodas,,600300,monthly,False
2025-02,atlag,netto,koltsegvetes,kedvezmeny_nelkul,423900,monthly,True
2025-02,atlag,netto,kozfoglalk,kedvezmeny_nelkul,94700,monthly,True
2025-02,atlag,netto,nem_kozfoglalk,kedvezmeny_nelkul,446900,monthly,False
2025-02,atlag,netto,nemzetgazdasag,kedvezmennyel,455000,monthly,True
2025-02,atlag,netto,nemzetgazdasag,kedvezmeny_nelkul,439800,monthly,True
2025-02,atlag,netto,nonprofit,kedvezmeny_nelkul,447500,monthly,True
2025-02,atlag,netto,vallalkozas,kedvezmeny_nelkul,443600,monthly,True
2025-02,kvintilis_1,brutto,nemzetgazdasag,,294951,cumulative,True
2025-02,kvintilis_2,brutto,nemzetgazdasag,,406634,cumulative,True
2025-02,kvintilis_3,brutto,nemzetgazdasag,,540921,cumulative,True
2025-02,kvintilis_4,brutto,nemzetgazdasag,,720060,cumulative,True
2025-02,kvintilis_5,brutto,nemzetgazdasag,,1385683,cumulative,True
2025-02,median,brutto,nemzetgazdasag,,533600,monthly,True
2025-02,median,netto,nemzetgazdasag,kedvezmennyel,370700,monthly,True
2025-02,rendsz,brutto,koltsegvetes,,626400,monthly,True
2025-02,rendsz,brutto,nemzetgazdasag,,632500,monthly,True
2025-02,rendsz,brutto,nonprofit,,666800,monthly,True
2025-02,rendsz,brutto,vallalkozas,,630600,monthly,True
2025-03,atlag,brutto,adminisztrativ_szolgaltatasok,,597800,monthly,False
2025-03,atlag,brutto,banyaszat,,846600,monthly,False
2025-03,atlag,brutto,egeszsegugyi_szocialis_ellatas,,741700,monthly,False
2025-03,atlag,brutto,egyeb_szolgaltatas,,525700,monthly,False
2025-03,atlag,brutto,energiaipar,,1097100,monthly,False
2025-03,atlag,brutto,epitoipar,,543300,monthly,False
2025-03,atlag,brutto,feldolgozoipar,,777200,monthly,False
2025-03,atlag,brutto,informacio_kommunikacio,,1168500,monthly,False
2025-03,atlag,brutto,ingatlanugyletek,,619400,monthly,False
2025-03,atlag,brutto,kereskedelem,,635900,monthly,False
2025-03,atlag,brutto,koltsegvetes,,661200,monthly,True
2025-03,atlag,brutto,kozfoglalk,,144500,monthly,True
2025-03,atlag,brutto,kozigazgatas,,743000,monthly,False
2025-03,atlag,brutto,mezogazdasag,,509800,monthly,False
2025-03,atlag,brutto,muveszet_szabadido,,632200,monthly,False
2025-03,atlag,brutto,nem_kozfoglalk,,725800,monthly,False
2025-03,atlag,brutto,nemzetgazdasag,,714400,monthly,True
2025-03,atlag,brutto,nonprofit,,693000,monthly,True
2025-03,atlag,brutto,oktatas,,706300,monthly,False
2025-03,atlag,brutto,penzugyi_szolgaltatas,,1258900,monthly,False
2025-03,atlag,brutto,szallashely_szolgaltatas_vendeglatas,,459900,monthly,False
2025-03,atlag,brutto,szallitas_raktarozas,,628700,monthly,False
2025-03,atlag,brutto,tudomanyos_muszaki_tevekenyseg,,963400,monthly,False
2025-03,atlag,brutto,vallalkozas,,731700,monthly,True
2025-03,atlag,brutto,viz_es_hulladekgazdalkodas,,647000,monthly,False
2025-03,atlag,netto,koltsegvetes,,453800,monthly,True
2025-03,atlag,netto,kozfoglalk,,106400,monthly,True
2025-03,atlag,netto,nem_kozfoglalk,,498100,monthly,False
2025-03,atlag,netto,nemzetgazdasag,,490400,monthly,True
