date,measure,tax,scope,netto_koncepcio,value,period,incl_kozfoglalk,agazat,sorozat
2024-02-01,atlag,brutto,energiaipar,NA,802000,monthly,FALSE,Energiaipar,saját ág
2024-02-01,atlag,brutto,epitoipar,NA,474300,monthly,FALSE,Építőipar,saját ág
2024-02-01,atlag,brutto,feldolgozoipar,NA,632800,monthly,FALSE,Feldolgozóipar,saját ág
2024-02-01,atlag,brutto,ingatlanugyletek,NA,522700,monthly,FALSE,Ingatlanügyletek,saját ág
2024-02-01,atlag,brutto,kereskedelem,NA,552900,monthly,FALSE,Kereskedelem,saját ág
2024-02-01,atlag,brutto,kozigazgatas,NA,663500,monthly,FALSE,Közigazgatás,saját ág
2024-02-01,atlag,brutto,mezogazdasag,NA,453300,monthly,FALSE,Mezőgazdaság,saját ág
2024-02-01,atlag,brutto,muveszet_szabadido,NA,570700,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-02-01,atlag,brutto,oktatas,NA,623900,monthly,FALSE,Oktatás,saját ág
2024-02-01,atlag,brutto,penzugyi_szolgaltatas,NA,928400,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-02-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,398000,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-02-01,atlag,brutto,szallitas_raktarozas,NA,563700,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-02-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,763700,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-02-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,535500,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-03-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,547700,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-03-01,atlag,brutto,banyaszat,NA,724300,monthly,FALSE,Bányászat,saját ág
2024-03-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,685100,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-03-01,atlag,brutto,egyeb_szolgaltatas,NA,491200,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-03-01,atlag,brutto,energiaipar,NA,1048700,monthly,FALSE,Energiaipar,saját ág
2024-03-01,atlag,brutto,epitoipar,NA,490100,monthly,FALSE,Építőipar,saját ág
2024-03-01,atlag,brutto,feldolgozoipar,NA,722500,monthly,FALSE,Feldolgozóipar,saját ág
2024-03-01,atlag,brutto,ingatlanugyletek,NA,550700,monthly,FALSE,Ingatlanügyletek,saját ág
2024-03-01,atlag,brutto,kereskedelem,NA,588100,monthly,FALSE,Kereskedelem,saját ág
2024-03-01,atlag,brutto,kozigazgatas,NA,691800,monthly,FALSE,Közigazgatás,saját ág
2024-03-01,atlag,brutto,mezogazdasag,NA,476500,monthly,FALSE,Mezőgazdaság,saját ág
2024-03-01,atlag,brutto,muveszet_szabadido,NA,579800,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-03-01,atlag,brutto,oktatas,NA,643700,monthly,FALSE,Oktatás,saját ág
2024-03-01,atlag,brutto,penzugyi_szolgaltatas,NA,1162600,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-03-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,424300,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-03-01,atlag,brutto,szallitas_raktarozas,NA,589500,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-03-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,888800,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-03-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,611600,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-04-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,529200,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-04-01,atlag,brutto,banyaszat,NA,742900,monthly,FALSE,Bányászat,saját ág
2024-04-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,696400,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-04-01,atlag,brutto,egyeb_szolgaltatas,NA,480200,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-04-01,atlag,brutto,energiaipar,NA,881100,monthly,FALSE,Energiaipar,saját ág
2024-04-01,atlag,brutto,epitoipar,NA,493400,monthly,FALSE,Építőipar,saját ág
2024-04-01,atlag,brutto,feldolgozoipar,NA,680700,monthly,FALSE,Feldolgozóipar,saját ág
2024-04-01,atlag,brutto,ingatlanugyletek,NA,563100,monthly,FALSE,Ingatlanügyletek,saját ág
2024-04-01,atlag,brutto,kereskedelem,NA,569800,monthly,FALSE,Kereskedelem,saját ág
2024-04-01,atlag,brutto,kozigazgatas,NA,723100,monthly,FALSE,Közigazgatás,saját ág
2024-04-01,atlag,brutto,mezogazdasag,NA,484300,monthly,FALSE,Mezőgazdaság,saját ág
2024-04-01,atlag,brutto,muveszet_szabadido,NA,581300,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-04-01,atlag,brutto,oktatas,NA,647300,monthly,FALSE,Oktatás,saját ág
2024-04-01,atlag,brutto,penzugyi_szolgaltatas,NA,1183600,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-04-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,415600,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-04-01,atlag,brutto,szallitas_raktarozas,NA,601800,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-04-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,829500,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-04-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,599600,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-05-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,538000,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-05-01,atlag,brutto,banyaszat,NA,766900,monthly,FALSE,Bányászat,saját ág
2024-05-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,690200,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-05-01,atlag,brutto,egyeb_szolgaltatas,NA,493100,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-05-01,atlag,brutto,energiaipar,NA,1333000,monthly,FALSE,Energiaipar,saját ág
2024-05-01,atlag,brutto,epitoipar,NA,504700,monthly,FALSE,Építőipar,saját ág
2024-05-01,atlag,brutto,feldolgozoipar,NA,703900,monthly,FALSE,Feldolgozóipar,saját ág
2024-05-01,atlag,brutto,ingatlanugyletek,NA,564100,monthly,FALSE,Ingatlanügyletek,saját ág
2024-05-01,atlag,brutto,kereskedelem,NA,562600,monthly,FALSE,Kereskedelem,saját ág
2024-05-01,atlag,brutto,kozigazgatas,NA,690200,monthly,FALSE,Közigazgatás,saját ág
2024-05-01,atlag,brutto,mezogazdasag,NA,491700,monthly,FALSE,Mezőgazdaság,saját ág
2024-05-01,atlag,brutto,muveszet_szabadido,NA,622300,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-05-01,atlag,brutto,oktatas,NA,655900,monthly,FALSE,Oktatás,saját ág
2024-05-01,atlag,brutto,penzugyi_szolgaltatas,NA,1138200,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-05-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,417600,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-05-01,atlag,brutto,szallitas_raktarozas,NA,617800,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-05-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,816100,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-05-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,629900,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-06-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,534600,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-06-01,atlag,brutto,banyaszat,NA,773300,monthly,FALSE,Bányászat,saját ág
2024-06-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,697800,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-06-01,atlag,brutto,egyeb_szolgaltatas,NA,505100,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-06-01,atlag,brutto,energiaipar,NA,883800,monthly,FALSE,Energiaipar,saját ág
2024-06-01,atlag,brutto,epitoipar,NA,516500,monthly,FALSE,Építőipar,saját ág
2024-06-01,atlag,brutto,feldolgozoipar,NA,672400,monthly,FALSE,Feldolgozóipar,saját ág
2024-06-01,atlag,brutto,ingatlanugyletek,NA,572700,monthly,FALSE,Ingatlanügyletek,saját ág
2024-06-01,atlag,brutto,kereskedelem,NA,568900,monthly,FALSE,Kereskedelem,saját ág
2024-06-01,atlag,brutto,kozigazgatas,NA,729800,monthly,FALSE,Közigazgatás,saját ág
2024-06-01,atlag,brutto,mezogazdasag,NA,502900,monthly,FALSE,Mezőgazdaság,saját ág
2024-06-01,atlag,brutto,muveszet_szabadido,NA,612200,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-06-01,atlag,brutto,oktatas,NA,670400,monthly,FALSE,Oktatás,saját ág
2024-06-01,atlag,brutto,penzugyi_szolgaltatas,NA,1018900,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-06-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,408500,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-06-01,atlag,brutto,szallitas_raktarozas,NA,587700,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-06-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,813700,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-06-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,599800,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-07-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,524600,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-07-01,atlag,brutto,banyaszat,NA,787700,monthly,FALSE,Bányászat,saját ág
2024-07-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,699600,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-07-01,atlag,brutto,egyeb_szolgaltatas,NA,491500,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-07-01,atlag,brutto,energiaipar,NA,892700,monthly,FALSE,Energiaipar,saját ág
2024-07-01,atlag,brutto,epitoipar,NA,511800,monthly,FALSE,Építőipar,saját ág
2024-07-01,atlag,brutto,feldolgozoipar,NA,671100,monthly,FALSE,Feldolgozóipar,saját ág
2024-07-01,atlag,brutto,ingatlanugyletek,NA,545300,monthly,FALSE,Ingatlanügyletek,saját ág
2024-07-01,atlag,brutto,kereskedelem,NA,560000,monthly,FALSE,Kereskedelem,saját ág
2024-07-01,atlag,brutto,kozigazgatas,NA,705800,monthly,FALSE,Közigazgatás,saját ág
2024-07-01,atlag,brutto,mezogazdasag,NA,502600,monthly,FALSE,Mezőgazdaság,saját ág
2024-07-01,atlag,brutto,muveszet_szabadido,NA,587200,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-07-01,atlag,brutto,oktatas,NA,673900,monthly,FALSE,Oktatás,saját ág
2024-07-01,atlag,brutto,penzugyi_szolgaltatas,NA,1010400,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-07-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,408000,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-07-01,atlag,brutto,szallitas_raktarozas,NA,588000,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-07-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,804200,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-07-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,590300,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-08-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,528000,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-08-01,atlag,brutto,banyaszat,NA,771900,monthly,FALSE,Bányászat,saját ág
2024-08-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,692400,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-08-01,atlag,brutto,egyeb_szolgaltatas,NA,496600,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-08-01,atlag,brutto,energiaipar,NA,1019600,monthly,FALSE,Energiaipar,saját ág
2024-08-01,atlag,brutto,epitoipar,NA,497700,monthly,FALSE,Építőipar,saját ág
2024-08-01,atlag,brutto,feldolgozoipar,NA,660900,monthly,FALSE,Feldolgozóipar,saját ág
2024-08-01,atlag,brutto,ingatlanugyletek,NA,542000,monthly,FALSE,Ingatlanügyletek,saját ág
2024-08-01,atlag,brutto,kereskedelem,NA,554600,monthly,FALSE,Kereskedelem,saját ág
2024-08-01,atlag,brutto,kozigazgatas,NA,691700,monthly,FALSE,Közigazgatás,saját ág
2024-08-01,atlag,brutto,mezogazdasag,NA,490200,monthly,FALSE,Mezőgazdaság,saját ág
2024-08-01,atlag,brutto,muveszet_szabadido,NA,607500,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-08-01,atlag,brutto,oktatas,NA,647000,monthly,FALSE,Oktatás,saját ág
2024-08-01,atlag,brutto,penzugyi_szolgaltatas,NA,982400,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-08-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,412300,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-08-01,atlag,brutto,szallitas_raktarozas,NA,584700,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-08-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,789200,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-08-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,597800,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-09-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,522200,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-09-01,atlag,brutto,banyaszat,NA,709400,monthly,FALSE,Bányászat,saját ág
2024-09-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,687500,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-09-01,atlag,brutto,egyeb_szolgaltatas,NA,490700,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-09-01,atlag,brutto,energiaipar,NA,867800,monthly,FALSE,Energiaipar,saját ág
2024-09-01,atlag,brutto,epitoipar,NA,499800,monthly,FALSE,Építőipar,saját ág
2024-09-01,atlag,brutto,feldolgozoipar,NA,658500,monthly,FALSE,Feldolgozóipar,saját ág
2024-09-01,atlag,brutto,ingatlanugyletek,NA,550400,monthly,FALSE,Ingatlanügyletek,saját ág
2024-09-01,atlag,brutto,kereskedelem,NA,556600,monthly,FALSE,Kereskedelem,saját ág
2024-09-01,atlag,brutto,kozigazgatas,NA,711700,monthly,FALSE,Közigazgatás,saját ág
2024-09-01,atlag,brutto,mezogazdasag,NA,486500,monthly,FALSE,Mezőgazdaság,saját ág
2024-09-01,atlag,brutto,muveszet_szabadido,NA,593000,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-09-01,atlag,brutto,oktatas,NA,633400,monthly,FALSE,Oktatás,saját ág
2024-09-01,atlag,brutto,penzugyi_szolgaltatas,NA,964900,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-09-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,409000,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-09-01,atlag,brutto,szallitas_raktarozas,NA,574800,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-09-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,799700,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-09-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,603100,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-10-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,530200,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-10-01,atlag,brutto,banyaszat,NA,752100,monthly,FALSE,Bányászat,saját ág
2024-10-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,692000,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-10-01,atlag,brutto,egyeb_szolgaltatas,NA,484400,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-10-01,atlag,brutto,energiaipar,NA,891600,monthly,FALSE,Energiaipar,saját ág
2024-10-01,atlag,brutto,epitoipar,NA,509500,monthly,FALSE,Építőipar,saját ág
2024-10-01,atlag,brutto,feldolgozoipar,NA,674300,monthly,FALSE,Feldolgozóipar,saját ág
2024-10-01,atlag,brutto,ingatlanugyletek,NA,547300,monthly,FALSE,Ingatlanügyletek,saját ág
2024-10-01,atlag,brutto,kereskedelem,NA,564900,monthly,FALSE,Kereskedelem,saját ág
2024-10-01,atlag,brutto,kozigazgatas,NA,698600,monthly,FALSE,Közigazgatás,saját ág
2024-10-01,atlag,brutto,mezogazdasag,NA,503200,monthly,FALSE,Mezőgazdaság,saját ág
2024-10-01,atlag,brutto,muveszet_szabadido,NA,624400,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-10-01,atlag,brutto,oktatas,NA,653900,monthly,FALSE,Oktatás,saját ág
2024-10-01,atlag,brutto,penzugyi_szolgaltatas,NA,1000400,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-10-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,418600,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-10-01,atlag,brutto,szallitas_raktarozas,NA,592100,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-10-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,798600,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-10-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,598800,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-11-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,562200,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-11-01,atlag,brutto,banyaszat,NA,843100,monthly,FALSE,Bányászat,saját ág
2024-11-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,742400,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-11-01,atlag,brutto,egyeb_szolgaltatas,NA,544800,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-11-01,atlag,brutto,energiaipar,NA,972900,monthly,FALSE,Energiaipar,saját ág
2024-11-01,atlag,brutto,epitoipar,NA,546400,monthly,FALSE,Építőipar,saját ág
2024-11-01,atlag,brutto,feldolgozoipar,NA,759800,monthly,FALSE,Feldolgozóipar,saját ág
2024-11-01,atlag,brutto,ingatlanugyletek,NA,599700,monthly,FALSE,Ingatlanügyletek,saját ág
2024-11-01,atlag,brutto,kereskedelem,NA,610800,monthly,FALSE,Kereskedelem,saját ág
2024-11-01,atlag,brutto,kozigazgatas,NA,784700,monthly,FALSE,Közigazgatás,saját ág
2024-11-01,atlag,brutto,mezogazdasag,NA,528500,monthly,FALSE,Mezőgazdaság,saját ág
2024-11-01,atlag,brutto,muveszet_szabadido,NA,695000,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-11-01,atlag,brutto,oktatas,NA,730500,monthly,FALSE,Oktatás,saját ág
2024-11-01,atlag,brutto,penzugyi_szolgaltatas,NA,1040200,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-11-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,438500,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-11-01,atlag,brutto,szallitas_raktarozas,NA,615800,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-11-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,865600,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-11-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,681600,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2024-12-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,574000,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2024-12-01,atlag,brutto,banyaszat,NA,865700,monthly,FALSE,Bányászat,saját ág
2024-12-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,737800,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2024-12-01,atlag,brutto,egyeb_szolgaltatas,NA,633300,monthly,FALSE,Egyéb szolgáltatás,saját ág
2024-12-01,atlag,brutto,energiaipar,NA,1051800,monthly,FALSE,Energiaipar,saját ág
2024-12-01,atlag,brutto,epitoipar,NA,590300,monthly,FALSE,Építőipar,saját ág
2024-12-01,atlag,brutto,feldolgozoipar,NA,753100,monthly,FALSE,Feldolgozóipar,saját ág
2024-12-01,atlag,brutto,ingatlanugyletek,NA,680200,monthly,FALSE,Ingatlanügyletek,saját ág
2024-12-01,atlag,brutto,kereskedelem,NA,626300,monthly,FALSE,Kereskedelem,saját ág
2024-12-01,atlag,brutto,kozigazgatas,NA,778400,monthly,FALSE,Közigazgatás,saját ág
2024-12-01,atlag,brutto,mezogazdasag,NA,603100,monthly,FALSE,Mezőgazdaság,saját ág
2024-12-01,atlag,brutto,muveszet_szabadido,NA,754200,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2024-12-01,atlag,brutto,oktatas,NA,786800,monthly,FALSE,Oktatás,saját ág
2024-12-01,atlag,brutto,penzugyi_szolgaltatas,NA,1407400,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2024-12-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,451400,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2024-12-01,atlag,brutto,szallitas_raktarozas,NA,656500,monthly,FALSE,"Szállítás, raktározás",saját ág
2024-12-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,932300,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2024-12-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,849600,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2025-01-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,558500,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2025-01-01,atlag,brutto,banyaszat,NA,719200,monthly,FALSE,Bányászat,saját ág
2025-01-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,704900,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2025-01-01,atlag,brutto,egyeb_szolgaltatas,NA,510500,monthly,FALSE,Egyéb szolgáltatás,saját ág
2025-01-01,atlag,brutto,energiaipar,NA,880700,monthly,FALSE,Energiaipar,saját ág
2025-01-01,atlag,brutto,epitoipar,NA,520700,monthly,FALSE,Építőipar,saját ág
2025-01-01,atlag,brutto,feldolgozoipar,NA,701600,monthly,FALSE,Feldolgozóipar,saját ág
2025-01-01,atlag,brutto,ingatlanugyletek,NA,589200,monthly,FALSE,Ingatlanügyletek,saját ág
2025-01-01,atlag,brutto,kereskedelem,NA,594000,monthly,FALSE,Kereskedelem,saját ág
2025-01-01,atlag,brutto,kozigazgatas,NA,732400,monthly,FALSE,Közigazgatás,saját ág
2025-01-01,atlag,brutto,mezogazdasag,NA,507800,monthly,FALSE,Mezőgazdaság,saját ág
2025-01-01,atlag,brutto,muveszet_szabadido,NA,610500,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2025-01-01,atlag,brutto,oktatas,NA,717300,monthly,FALSE,Oktatás,saját ág
2025-01-01,atlag,brutto,penzugyi_szolgaltatas,NA,1060400,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2025-01-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,436600,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2025-01-01,atlag,brutto,szallitas_raktarozas,NA,611800,monthly,FALSE,"Szállítás, raktározás",saját ág
2025-01-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,851700,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2025-01-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,599200,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2025-02-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,547200,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2025-02-01,atlag,brutto,banyaszat,NA,708700,monthly,FALSE,Bányászat,saját ág
2025-02-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,693300,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2025-02-01,atlag,brutto,egyeb_szolgaltatas,NA,517200,monthly,FALSE,Egyéb szolgáltatás,saját ág
2025-02-01,atlag,brutto,energiaipar,NA,881300,monthly,FALSE,Energiaipar,saját ág
2025-02-01,atlag,brutto,epitoipar,NA,521100,monthly,FALSE,Építőipar,saját ág
2025-02-01,atlag,brutto,feldolgozoipar,NA,684100,monthly,FALSE,Feldolgozóipar,saját ág
2025-02-01,atlag,brutto,ingatlanugyletek,NA,589100,monthly,FALSE,Ingatlanügyletek,saját ág
2025-02-01,atlag,brutto,kereskedelem,NA,606100,monthly,FALSE,Kereskedelem,saját ág
2025-02-01,atlag,brutto,kozigazgatas,NA,698500,monthly,FALSE,Közigazgatás,saját ág
2025-02-01,atlag,brutto,mezogazdasag,NA,493200,monthly,FALSE,Mezőgazdaság,saját ág
2025-02-01,atlag,brutto,muveszet_szabadido,NA,629700,monthly,FALSE,"Művészet, sport, szabadidő",saját ág
2025-02-01,atlag,brutto,oktatas,NA,717400,monthly,FALSE,Oktatás,saját ág
2025-02-01,atlag,brutto,penzugyi_szolgaltatas,NA,1019900,monthly,FALSE,Pénzügyi szolgáltatás,saját ág
2025-02-01,atlag,brutto,szallashely_szolgaltatas_vendeglatas,NA,432200,monthly,FALSE,"Szálláshely-szolgáltatás, vendéglátás",saját ág
2025-02-01,atlag,brutto,szallitas_raktarozas,NA,603700,monthly,FALSE,"Szállítás, raktározás",saját ág
2025-02-01,atlag,brutto,tudomanyos_muszaki_tevekenyseg,NA,831800,monthly,FALSE,Tudományos és műszaki tevékenység,saját ág
2025-02-01,atlag,brutto,viz_es_hulladekgazdalkodas,NA,600300,monthly,FALSE,Víz- és hulladékgazdálkodás,saját ág
2025-03-01,atlag,brutto,adminisztrativ_szolgaltatasok,NA,597800,monthly,FALSE,Adminisztratív szolgáltatás,saját ág
2025-03-01,atlag,brutto,banyaszat,NA,846600,monthly,FALSE,Bányászat,saját ág
2025-03-01,atlag,brutto,egeszsegugyi_szocialis_ellatas,NA,741700,monthly,FALSE,"Egészségügy, szociális ellátás",saját ág
2025-03-01,atlag,brutto,egyeb_szolgaltatas,NA,525700,monthly,FALSE,Egyéb szolgáltatás,saját ág
2025-03-01,atlag,brutto,energiaipar,NA,1097100,monthly,FALSE,Energiaipar,saját ág
2025-03-01,atlag,brutto,epitoipar,NA,543300,monthly,FALSE,Építőipar,saját ág
2025-03-01,atlag,brutto,feldolgozoipar,NA,777200,monthly,FALSE,Feldolgozóipar,saját ág
2025-03-01,atlag,brutto,ingatlanugyletek,NA,619400,monthly,FALSE,Ingatlanügyletek,saját ág
2025-03-01,atlag,brutto,kereskedelem,NA,635900,monthly,FALSE,Kereskedelem,saját ág
