cntr_group,country,Code,era_yrs,varname,cntr_region,era_col,value,value_end,change_val,pop,synth,cntr_rank,trans_rec_end_yr,label_perc_end,era_num,era_low,era_high,scaling,change_val_lab,change_lab,change_sign
USSR,Belarus,BLR,1973-1989,intusd2011ppp,USSR: Belarus,"late socialism
(1973/75-1989)",8.341,11.893,3.5520000000000014,9205662,NA,1,1995,8341,2,1.5,2.5,0.001,4,BLR: +4,increase
USSR,Belarus,BLR,1989-1995,intusd2011ppp,USSR: Belarus,"transition
(1989-1991/92)",11.893,6.993622,-4.8993780000000005,10158729,NA,1,1995,11893,3,2.5,3.5,0.001,-5,BLR: -5,decrease
USSR,Belarus,BLR,1995-2022,intusd2011ppp,USSR: Belarus,"capitalism
(1992-2022)",6.993622,18.699799,11.706176999999999,10197421,NA,1,1995,6994,4,3.5,4.5,0.001,12,BLR: +12,increase
CEE,Bulgaria,BGR,1950-1975,intusd2011ppp,CEE: Bulgaria,"early socialism
(1950-1973/75)",2.632,9.295,6.663,7248464,NA,1,1999,2632,1,0.5,1.5,0.001,7,BGR: +7,increase
CEE,Bulgaria,BGR,1975-1989,intusd2011ppp,CEE: Bulgaria,"late socialism
(1973/75-1989)",9.295,9.908,0.6129999999999995,8723102,NA,1,1999,9295,2,1.5,2.5,0.001,1,BGR: +1,increase
CEE,Bulgaria,BGR,1989-1999,intusd2011ppp,CEE: Bulgaria,"transition
(1989-1991/92)",9.908,7.921765000000001,-1.9862349999999989,8936335,NA,1,1999,9908,3,2.5,3.5,0.001,-2,BGR: -2,decrease
CEE,Bulgaria,BGR,1999-2022,intusd2011ppp,CEE: Bulgaria,"capitalism
(1992-2022)",7.921765000000001,20.592455,12.67069,8067415,NA,1,1999,7922,4,3.5,4.5,0.001,13,BGR: +13,increase
Yugosl.,Croatia,HRV,1952-1979,intusd2011ppp,Yugosl.: Croatia,"early socialism
(1950-1973/75)",2.738,13.994,11.256,3957359,NA,1,1993,2738,1,0.5,1.5,0.001,11,HRV: +11,increase
Yugosl.,Croatia,HRV,1979-1989,intusd2011ppp,Yugosl.: Croatia,"late socialism
(1973/75-1989)",13.994,13.959,-0.03500000000000014,4626900,NA,1,1993,13994,2,1.5,2.5,0.001,-0,HRV: +0,no change
Yugosl.,Croatia,HRV,1989-1993,intusd2011ppp,Yugosl.: Croatia,"transition
(1989-1991/92)",13.959,8.739540000000002,-5.219459999999998,4820680,NA,1,1993,13959,3,2.5,3.5,0.001,-5,HRV: -5,decrease
Yugosl.,Croatia,HRV,1993-2022,intusd2011ppp,Yugosl.: Croatia,"capitalism
(1992-2022)",8.739540000000002,26.986752000000003,18.247212,4729691,NA,1,1993,8740,4,3.5,4.5,0.001,18,HRV: +18,increase
CEE,Czechia,CZE,1950-1975,intusd2011ppp,CEE: Czechia,"early socialism
(1950-1973/75)",4.736837877170855,10.954,6.217162122829146,8916664,TRUE,2,1992,4737,1,0.5,1.5,0.001,6,CZE: +6,increase
CEE,Czechia,CZE,1975-1989,intusd2011ppp,CEE: Czechia,"late socialism
(1973/75-1989)",10.954,14.027000000000001,3.0730000000000004,10030738,NA,2,1992,10954,2,1.5,2.5,0.001,3,CZE: +3,increase
CEE,Czechia,CZE,1989-1992,intusd2011ppp,CEE: Czechia,"transition
(1989-1991/92)",14.027000000000001,12.810432,-1.2165680000000005,10305562,NA,2,1992,14027,3,2.5,3.5,0.001,-1,CZE: -1,decrease
CEE,Czechia,CZE,1992-2022,intusd2011ppp,CEE: Czechia,"capitalism
(1992-2022)",12.810432,32.247395000000004,19.436963000000006,10312408,NA,2,1992,12810,4,3.5,4.5,0.001,19,CZE: +19,increase
Baltics,Estonia,EST,1973-1989,intusd2011ppp,Baltics: Estonia,"late socialism
(1973/75-1989)",13.799,18.779,4.98,1399299,NA,1,1994,13799,2,1.5,2.5,0.001,5,EST: +5,increase
Baltics,Estonia,EST,1989-1994,intusd2011ppp,Baltics: Estonia,"transition
(1989-1991/92)",18.779,12.070061,-6.708938999999999,1567538,NA,1,1994,18779,3,2.5,3.5,0.001,-7,EST: -7,decrease
Baltics,Estonia,EST,1994-2022,intusd2011ppp,Baltics: Estonia,"capitalism
(1992-2022)",12.070061,30.067395,17.997334000000002,1475669,NA,1,1994,12070,4,3.5,4.5,0.001,18,EST: +18,increase
CEE,Hungary,HUN,1950-1975,intusd2011ppp,CEE: Hungary,"early socialism
(1950-1973/75)",3.9530000000000003,9.253,5.3,9337826,NA,3,1992,3953,1,0.5,1.5,0.001,5,HUN: +5,increase
CEE,Hungary,HUN,1975-1989,intusd2011ppp,CEE: Hungary,"late socialism
(1973/75-1989)",9.253,11.003,1.75,10515605,NA,3,1992,9253,2,1.5,2.5,0.001,2,HUN: +2,increase
CEE,Hungary,HUN,1989-1992,intusd2011ppp,CEE: Hungary,"transition
(1989-1991/92)",11.003,9.153921,-1.8490789999999997,10403359,NA,3,1992,11003,3,2.5,3.5,0.001,-2,HUN: -2,decrease
CEE,Hungary,HUN,1992-2022,intusd2011ppp,CEE: Hungary,"capitalism
(1992-2022)",9.153921,29.451855000000002,20.297934,10371431,NA,3,1992,9154,4,3.5,4.5,0.001,20,HUN: +20,increase
Baltics,Latvia,LVA,1973-1989,intusd2011ppp,Baltics: Latvia,"late socialism
(1973/75-1989)",12.506,15.661,3.1549999999999994,2415721,NA,2,1994,12506,2,1.5,2.5,0.001,3,LVA: +3,increase
Baltics,Latvia,LVA,1989-1994,intusd2011ppp,Baltics: Latvia,"transition
(1989-1991/92)",15.661,8.704267,-6.956733,2664789,NA,2,1994,15661,3,2.5,3.5,0.001,-7,LVA: -7,decrease
Baltics,Latvia,LVA,1994-2022,intusd2011ppp,Baltics: Latvia,"capitalism
(1992-2022)",8.704267,27.220303,18.516036,2521185,NA,2,1994,8704,4,3.5,4.5,0.001,19,LVA: +19,increase
Baltics,Lithuania,LTU,1973-1989,intusd2011ppp,Baltics: Lithuania,"late socialism
(1973/75-1989)",12.103,14.693,2.59,3236175,NA,3,1994,12103,2,1.5,2.5,0.001,3,LTU: +3,increase
Baltics,Lithuania,LTU,1989-1994,intusd2011ppp,Baltics: Lithuania,"transition
(1989-1991/92)",14.693,7.8300054,-6.8629945999999995,3696048,NA,3,1994,14693,3,2.5,3.5,0.001,-7,LTU: -7,decrease
Baltics,Lithuania,LTU,1994-2022,intusd2011ppp,Baltics: Lithuania,"capitalism
(1992-2022)",7.8300054,30.86332,23.0333146,3654839,NA,3,1994,7830,4,3.5,4.5,0.001,23,LTU: +23,increase
CEE,Poland,POL,1950-1975,intusd2011ppp,CEE: Poland,"early socialism
(1950-1973/75)",3.9,9.258000000000001,5.3580000000000005,24780120,NA,4,1991,3900,1,0.5,1.5,0.001,5,POL: +5,increase
CEE,Poland,POL,1975-1989,intusd2011ppp,CEE: Poland,"late socialism
(1973/75-1989)",9.258000000000001,9.06,-0.1980000000000004,33964338,NA,4,1991,9258,2,1.5,2.5,0.001,-0,POL: +0,no change
CEE,Poland,POL,1989-1991,intusd2011ppp,CEE: Poland,"transition
(1989-1991/92)",9.06,7.625843,-1.4341570000000008,37938044,NA,4,1991,9060,3,2.5,3.5,0.001,-1,POL: -1,decrease
CEE,Poland,POL,1991-2022,intusd2011ppp,CEE: Poland,"capitalism
(1992-2022)",7.625843,32.468402,24.842558999999998,38152898,NA,4,1991,7626,4,3.5,4.5,0.001,25,POL: +25,increase
CEE,Romania,ROU,1950-1975,intusd2011ppp,CEE: Romania,"early socialism
(1950-1973/75)",1.8839768,5.9954507,4.1114739,16397220,NA,5,1992,1884,1,0.5,1.5,0.001,4,ROU: +4,increase
CEE,Romania,ROU,1975-1989,intusd2011ppp,CEE: Romania,"late socialism
(1973/75-1989)",5.9954507,6.2811543,0.2857035999999997,21268014,NA,5,1992,5995,2,1.5,2.5,0.001,0,ROU: +0,no change
CEE,Romania,ROU,1989-1992,intusd2011ppp,CEE: Romania,"transition
(1989-1991/92)",6.2811543,4.818304,-1.4628502999999995,22887592,NA,5,1992,6281,3,2.5,3.5,0.001,-1,ROU: -1,decrease
CEE,Romania,ROU,1992-2022,intusd2011ppp,CEE: Romania,"capitalism
(1992-2022)",4.818304,26.197903999999998,21.379599999999996,22912341,NA,5,1992,4818,4,3.5,4.5,0.001,21,ROU: +21,increase
USSR,Russia,RUS,1950-1975,intusd2011ppp,USSR: Russia,"early socialism
(1950-1973/75)",3.3108347,11.164,7.8531653,103392314,NA,2,1998,3311,1,0.5,1.5,0.001,8,RUS: +8,increase
USSR,Russia,RUS,1975-1989,intusd2011ppp,USSR: Russia,"late socialism
(1973/75-1989)",11.164,12.766,1.6020000000000003,134136049,NA,2,1998,11164,2,1.5,2.5,0.001,2,RUS: +2,increase
USSR,Russia,RUS,1989-1998,intusd2011ppp,USSR: Russia,"transition
(1989-1991/92)",12.766,8.557495000000001,-4.208504999999999,148281823,NA,2,1998,12766,3,2.5,3.5,0.001,-4,RUS: -4,decrease
USSR,Russia,RUS,1998-2022,intusd2011ppp,USSR: Russia,"capitalism
(1992-2022)",8.557495000000001,25.437107,16.879612,147635488,NA,2,1998,8557,4,3.5,4.5,0.001,17,RUS: +17,increase
Yugosl.,Serbia,SRB,1952-1979,intusd2011ppp,Yugosl.: Serbia,"early socialism
(1950-1973/75)",2.032,10.772,8.74,6127217,NA,2,1993,2032,1,0.5,1.5,0.001,9,SRB: +9,increase
Yugosl.,Serbia,SRB,1979-1989,intusd2011ppp,Yugosl.: Serbia,"late socialism
(1973/75-1989)",10.772,10.963000000000001,0.19100000000000072,7758172,NA,2,1993,10772,2,1.5,2.5,0.001,0,SRB: +0,no change
Yugosl.,Serbia,SRB,1989-1993,intusd2011ppp,Yugosl.: Serbia,"transition
(1989-1991/92)",10.963000000000001,4.6736416,-6.289358400000001,7881211,NA,2,1993,10963,3,2.5,3.5,0.001,-6,SRB: -6,decrease
Yugosl.,Serbia,SRB,1993-2022,intusd2011ppp,Yugosl.: Serbia,"capitalism
(1992-2022)",4.6736416,17.097686000000003,12.424044400000003,7849677,NA,2,1993,4674,4,3.5,4.5,0.001,12,SRB: +12,increase
CEE,Slovakia,SVK,1950-1975,intusd2011ppp,CEE: Slovakia,"early socialism
(1950-1973/75)",4.944103996400989,10.448085026617681,5.503981030216692,3465707,TRUE,6,1992,4944,1,0.5,1.5,0.001,6,SVK: +6,increase
CEE,Slovakia,SVK,1975-1989,intusd2011ppp,CEE: Slovakia,"late socialism
(1973/75-1989)",10.448085026617681,12.734,2.2859149733823187,4739131,TRUE,6,1992,10448,2,1.5,2.5,0.001,2,SVK: +2,increase
CEE,Slovakia,SVK,1989-1992,intusd2011ppp,CEE: Slovakia,"transition
(1989-1991/92)",12.734,9.838615,-2.895384999999999,5249882,NA,6,1992,12734,3,2.5,3.5,0.001,-3,SVK: -3,decrease
CEE,Slovakia,SVK,1992-2022,intusd2011ppp,CEE: Slovakia,"capitalism
(1992-2022)",9.838615,27.519287000000002,17.680672,5306409,NA,6,1992,9839,4,3.5,4.5,0.001,18,SVK: +18,increase
Yugosl.,Slovenia,SVN,1952-1979,intusd2011ppp,Yugosl.: Slovenia,"early socialism
(1950-1973/75)",3.934,21.367,17.433,1479622,NA,3,1992,3934,1,0.5,1.5,0.001,17,SVN: +17,increase
Yugosl.,Slovenia,SVN,1979-1989,intusd2011ppp,Yugosl.: Slovenia,"late socialism
(1973/75-1989)",21.367,19.837,-1.5300000000000011,1885870,NA,3,1992,21367,2,1.5,2.5,0.001,-2,SVN: -2,decrease
Yugosl.,Slovenia,SVN,1989-1992,intusd2011ppp,Yugosl.: Slovenia,"transition
(1989-1991/92)",19.837,15.46271,-4.37429,1995417,NA,3,1992,19837,3,2.5,3.5,0.001,-4,SVN: -4,decrease
Yugosl.,Slovenia,SVN,1992-2022,intusd2011ppp,Yugosl.: Slovenia,"capitalism
(1992-2022)",15.46271,32.673761999999996,17.211051999999995,1995805,NA,3,1992,15463,4,3.5,4.5,0.001,17,SVN: +17,increase
USSR,Ukraine,UKR,1973-1989,intusd2011ppp,USSR: Ukraine,"late socialism
(1973/75-1989)",7.849,10.082,2.2330000000000005,48277070,NA,3,1998,7849,2,1.5,2.5,0.001,2,UKR: +2,increase
USSR,Ukraine,UKR,1989-1998,intusd2011ppp,USSR: Ukraine,"transition
(1989-1991/92)",10.082,4.640199,-5.441801000000001,51917779,NA,3,1998,10082,3,2.5,3.5,0.001,-5,UKR: -5,decrease
USSR,Ukraine,UKR,1998-2022,intusd2011ppp,USSR: Ukraine,"capitalism
(1992-2022)",4.640199,7.7490996,3.1089006,50379676,NA,3,1998,4640,4,3.5,4.5,0.001,3,UKR: +3,increase
USSR,Belarus,BLR,1973-1989,% of DE,USSR: Belarus,"late socialism
(1973/75-1989)",43.72968438712383,45.061190467169325,1.331506080045493,9205662,NA,1,1995,44,2,1.5,2.5,1,1,BLR: +1,convergence
USSR,Belarus,BLR,1989-1995,% of DE,USSR: Belarus,"transition
(1989-1991/92)",45.061190467169325,24.225415927045482,-20.835774540123843,10158729,NA,1,1995,45,3,2.5,3.5,1,-21,BLR: -21,divergence
USSR,Belarus,BLR,1995-2022,% of DE,USSR: Belarus,"capitalism
(1992-2022)",24.225415927045482,40.08721055677811,15.861794629732628,10197421,NA,1,1995,24,4,3.5,4.5,1,16,BLR: +16,convergence
CEE,Bulgaria,BGR,1950-1975,% of DE,CEE: Bulgaria,"early socialism
(1950-1973/75)",42.54768832848367,48.42911478143073,5.8814264529470535,7248464,NA,1,1999,43,1,0.5,1.5,1,6,BGR: +6,convergence
CEE,Bulgaria,BGR,1975-1989,% of DE,CEE: Bulgaria,"late socialism
(1973/75-1989)",48.42911478143073,37.54025688629561,-10.888857895135118,8723102,NA,1,1999,48,2,1.5,2.5,1,-11,BGR: -11,divergence
CEE,Bulgaria,BGR,1989-1999,% of DE,CEE: Bulgaria,"transition
(1989-1991/92)",37.54025688629561,24.68792933246122,-12.852327553834389,8936335,NA,1,1999,38,3,2.5,3.5,1,-13,BGR: -13,divergence
CEE,Bulgaria,BGR,1999-2022,% of DE,CEE: Bulgaria,"capitalism
(1992-2022)",24.68792933246122,44.14454291546012,19.4566135829989,8067415,NA,1,1999,25,4,3.5,4.5,1,19,BGR: +19,convergence
Yugosl.,Croatia,HRV,1952-1979,% of DE,Yugosl.: Croatia,"early socialism
(1950-1973/75)",37.72908915529833,62.73929612194575,25.010206966647416,3957359,NA,1,1993,38,1,0.5,1.5,1,25,HRV: +25,convergence
Yugosl.,Croatia,HRV,1979-1989,% of DE,Yugosl.: Croatia,"late socialism
(1973/75-1989)",62.73929612194575,52.889023604743684,-9.850272517202065,4626900,NA,1,1993,63,2,1.5,2.5,1,-10,HRV: -10,divergence
Yugosl.,Croatia,HRV,1989-1993,% of DE,Yugosl.: Croatia,"transition
(1989-1991/92)",52.889023604743684,32.07088140594989,-20.818142198793794,4820680,NA,1,1993,53,3,2.5,3.5,1,-21,HRV: -21,divergence
Yugosl.,Croatia,HRV,1993-2022,% of DE,Yugosl.: Croatia,"capitalism
(1992-2022)",32.07088140594989,57.852151762035135,25.781270356085244,4729691,NA,1,1993,32,4,3.5,4.5,1,26,HRV: +26,convergence
CEE,Czechia,CZE,1950-1975,% of DE,CEE: Czechia,"early socialism
(1950-1973/75)",76.5735188679414,57.072891158234775,-19.500627709706627,8916664,TRUE,2,1992,77,1,0.5,1.5,1,-20,CZE: -20,divergence
CEE,Czechia,CZE,1975-1989,% of DE,CEE: Czechia,"late socialism
(1973/75-1989)",57.072891158234775,53.14666767703558,-3.9262234811991945,10030738,NA,2,1992,57,2,1.5,2.5,1,-4,CZE: -4,divergence
CEE,Czechia,CZE,1989-1992,% of DE,CEE: Czechia,"transition
(1989-1991/92)",53.14666767703558,46.778916456439475,-6.367751220596105,10305562,NA,2,1992,53,3,2.5,3.5,1,-6,CZE: -6,divergence
CEE,Czechia,CZE,1992-2022,% of DE,CEE: Czechia,"capitalism
(1992-2022)",46.778916456439475,69.12951916074572,22.35060270430624,10312408,NA,2,1992,47,4,3.5,4.5,1,22,CZE: +22,convergence
Baltics,Estonia,EST,1973-1989,% of DE,Baltics: Estonia,"late socialism
(1973/75-1989)",72.34455279437978,71.1514416701398,-1.1931111242399766,1399299,NA,1,1994,72,2,1.5,2.5,1,-1,EST: -1,divergence
Baltics,Estonia,EST,1989-1994,% of DE,Baltics: Estonia,"transition
(1989-1991/92)",71.1514416701398,42.89280935003081,-28.258632320108994,1567538,NA,1,1994,71,3,2.5,3.5,1,-28,EST: -28,divergence
Baltics,Estonia,EST,1994-2022,% of DE,Baltics: Estonia,"capitalism
(1992-2022)",42.89280935003081,64.45620053235959,21.56339118232878,1475669,NA,1,1994,43,4,3.5,4.5,1,22,EST: +22,convergence
CEE,Hungary,HUN,1950-1975,% of DE,CEE: Hungary,"early socialism
(1950-1973/75)",63.90236016812157,48.210284999739486,-15.692075168382082,9337826,NA,3,1992,64,1,0.5,1.5,1,-16,HUN: -16,divergence
CEE,Hungary,HUN,1975-1989,% of DE,CEE: Hungary,"late socialism
(1973/75-1989)",48.210284999739486,41.689084226878336,-6.52120077286115,10515605,NA,3,1992,48,2,1.5,2.5,1,-7,HUN: -7,divergence
CEE,Hungary,HUN,1989-1992,% of DE,CEE: Hungary,"transition
(1989-1991/92)",41.689084226878336,33.42670299548421,-8.262381231394123,10403359,NA,3,1992,42,3,2.5,3.5,1,-8,HUN: -8,divergence
CEE,Hungary,HUN,1992-2022,% of DE,CEE: Hungary,"capitalism
(1992-2022)",33.42670299548421,63.136652574324366,29.709949578840153,10371431,NA,3,1992,33,4,3.5,4.5,1,30,HUN: +30,convergence
Baltics,Latvia,LVA,1973-1989,% of DE,Baltics: Latvia,"late socialism
(1973/75-1989)",65.56569151724861,59.337703178873184,-6.227988338375425,2415721,NA,2,1994,66,2,1.5,2.5,1,-6,LVA: -6,divergence
Baltics,Latvia,LVA,1989-1994,% of DE,Baltics: Latvia,"transition
(1989-1991/92)",59.337703178873184,30.93194516272657,-28.405758016146613,2664789,NA,2,1994,59,3,2.5,3.5,1,-28,LVA: -28,divergence
Baltics,Latvia,LVA,1994-2022,% of DE,Baltics: Latvia,"capitalism
(1992-2022)",30.93194516272657,58.35282067899761,27.42087551627104,2521185,NA,2,1994,31,4,3.5,4.5,1,27,LVA: +27,convergence
Baltics,Lithuania,LTU,1973-1989,% of DE,Baltics: Lithuania,"late socialism
(1973/75-1989)",63.45286777812729,55.67006403212973,-7.782803745997562,3236175,NA,3,1994,63,2,1.5,2.5,1,-8,LTU: -8,divergence
Baltics,Lithuania,LTU,1989-1994,% of DE,Baltics: Lithuania,"transition
(1989-1991/92)",55.67006403212973,27.825122742288688,-27.844941289841042,3696048,NA,3,1994,56,3,2.5,3.5,1,-28,LTU: -28,divergence
Baltics,Lithuania,LTU,1994-2022,% of DE,Baltics: Lithuania,"capitalism
(1992-2022)",27.825122742288688,66.16244416965236,38.337321427363676,3654839,NA,3,1994,28,4,3.5,4.5,1,38,LTU: +38,convergence
CEE,Poland,POL,1950-1975,% of DE,CEE: Poland,"early socialism
(1950-1973/75)",63.045586808923375,48.23633616422654,-14.809250644696832,24780120,NA,4,1991,63,1,0.5,1.5,1,-15,POL: -15,divergence
CEE,Poland,POL,1975-1989,% of DE,CEE: Poland,"late socialism
(1973/75-1989)",48.23633616422654,34.32728374947903,-13.909052414747514,33964338,NA,4,1991,48,2,1.5,2.5,1,-14,POL: -14,divergence
CEE,Poland,POL,1989-1991,% of DE,CEE: Poland,"transition
(1989-1991/92)",34.32728374947903,28.486568526811393,-5.840715222667637,37938044,NA,4,1991,34,3,2.5,3.5,1,-6,POL: -6,divergence
CEE,Poland,POL,1991-2022,% of DE,CEE: Poland,"capitalism
(1992-2022)",28.486568526811393,69.6032972020777,41.1167286752663,38152898,NA,4,1991,28,4,3.5,4.5,1,41,POL: +41,convergence
CEE,Romania,ROU,1950-1975,% of DE,CEE: Romania,"early socialism
(1950-1973/75)",30.455493048819914,31.2376944719429,0.7822014231229844,16397220,NA,5,1992,30,1,0.5,1.5,1,1,ROU: +1,convergence
CEE,Romania,ROU,1975-1989,% of DE,CEE: Romania,"late socialism
(1973/75-1989)",31.2376944719429,23.798561360966925,-7.439133110975973,21268014,NA,5,1992,31,2,1.5,2.5,1,-7,ROU: -7,divergence
CEE,Romania,ROU,1989-1992,% of DE,CEE: Romania,"transition
(1989-1991/92)",23.798561360966925,17.594647883672316,-6.203913477294609,22887592,NA,5,1992,24,3,2.5,3.5,1,-6,ROU: -6,divergence
CEE,Romania,ROU,1992-2022,% of DE,CEE: Romania,"capitalism
(1992-2022)",17.594647883672316,56.16107926049149,38.566431376819175,22912341,NA,5,1992,18,4,3.5,4.5,1,39,ROU: +39,convergence
USSR,Russia,RUS,1950-1975,% of DE,USSR: Russia,"early socialism
(1950-1973/75)",53.52141448431943,58.16704006669098,4.645625582371551,103392314,NA,2,1998,54,1,0.5,1.5,1,5,RUS: +5,convergence
USSR,Russia,RUS,1975-1989,% of DE,USSR: Russia,"late socialism
(1973/75-1989)",58.16704006669098,48.36888568938734,-9.79815437730364,134136049,NA,2,1998,58,2,1.5,2.5,1,-10,RUS: -10,divergence
USSR,Russia,RUS,1989-1998,% of DE,USSR: Russia,"transition
(1989-1991/92)",48.36888568938734,27.489911204724102,-20.87897448466324,148281823,NA,2,1998,48,3,2.5,3.5,1,-21,RUS: -21,divergence
USSR,Russia,RUS,1998-2022,% of DE,USSR: Russia,"capitalism
(1992-2022)",27.489911204724102,54.53014036483999,27.040229160115885,147635488,NA,2,1998,27,4,3.5,4.5,1,27,RUS: +27,convergence
Yugosl.,Serbia,SRB,1952-1979,% of DE,Yugosl.: Serbia,"early socialism
(1950-1973/75)",28.000551191952596,48.29410446088321,20.293553268930616,6127217,NA,2,1993,28,1,0.5,1.5,1,20,SRB: +20,convergence
Yugosl.,Serbia,SRB,1979-1989,% of DE,Yugosl.: Serbia,"late socialism
(1973/75-1989)",48.29410446088321,41.53752889023605,-6.756575570647165,7758172,NA,2,1993,48,2,1.5,2.5,1,-7,SRB: -7,divergence
Yugosl.,Serbia,SRB,1989-1993,% of DE,Yugosl.: Serbia,"transition
(1989-1991/92)",41.53752889023605,17.15053715498915,-24.386991735246898,7881211,NA,2,1993,42,3,2.5,3.5,1,-24,SRB: -24,divergence
Yugosl.,Serbia,SRB,1993-2022,% of DE,Yugosl.: Serbia,"capitalism
(1992-2022)",17.15053715498915,36.65272224132876,19.502185086339612,7849677,NA,2,1993,17,4,3.5,4.5,1,20,SRB: +20,convergence
CEE,Slovakia,SVK,1950-1975,% of DE,CEE: Slovakia,"early socialism
(1950-1973/75)",79.92408658908809,54.43695632062565,-25.487130268462444,3465707,TRUE,6,1992,80,1,0.5,1.5,1,-25,SVK: -25,divergence
CEE,Slovakia,SVK,1975-1989,% of DE,CEE: Slovakia,"late socialism
(1973/75-1989)",54.43695632062565,48.247641420073506,-6.189314900552141,4739131,TRUE,6,1992,54,2,1.5,2.5,1,-6,SVK: -6,divergence
CEE,Slovakia,SVK,1989-1992,% of DE,CEE: Slovakia,"transition
(1989-1991/92)",48.247641420073506,35.9269499367447,-12.320691483328808,5249882,NA,6,1992,48,3,2.5,3.5,1,-12,SVK: -12,divergence
CEE,Slovakia,SVK,1992-2022,% of DE,CEE: Slovakia,"capitalism
(1992-2022)",35.9269499367447,58.99375989770835,23.066809960963653,5306409,NA,6,1992,36,4,3.5,4.5,1,23,SVK: +23,convergence
Yugosl.,Slovenia,SVN,1952-1979,% of DE,Yugosl.: Slovenia,"early socialism
(1950-1973/75)",54.20972853796334,95.79466487334679,41.584936335383446,1479622,NA,3,1992,54,1,0.5,1.5,1,42,SVN: +42,convergence
Yugosl.,Slovenia,SVN,1979-1989,% of DE,Yugosl.: Slovenia,"late socialism
(1973/75-1989)",95.79466487334679,75.16008032432842,-20.63458454901837,1885870,NA,3,1992,96,2,1.5,2.5,1,-21,SVN: -21,divergence
Yugosl.,Slovenia,SVN,1989-1992,% of DE,Yugosl.: Slovenia,"transition
(1989-1991/92)",75.16008032432842,56.46404580892753,-18.69603451540089,1995417,NA,3,1992,75,3,2.5,3.5,1,-19,SVN: -19,divergence
Yugosl.,Slovenia,SVN,1992-2022,% of DE,Yugosl.: Slovenia,"capitalism
(1992-2022)",56.46404580892753,70.04353239176824,13.579486582840708,1995805,NA,3,1992,56,4,3.5,4.5,1,14,SVN: +14,convergence
USSR,Ukraine,UKR,1973-1989,% of DE,USSR: Ukraine,"late socialism
(1973/75-1989)",41.15025689420153,38.199522600689576,-2.9507342935119567,48277070,NA,3,1998,41,2,1.5,2.5,1,-3,UKR: -3,divergence
USSR,Ukraine,UKR,1989-1998,% of DE,USSR: Ukraine,"transition
(1989-1991/92)",38.199522600689576,14.906074555959373,-23.293448044730205,51917779,NA,3,1998,38,3,2.5,3.5,1,-23,UKR: -23,divergence
USSR,Ukraine,UKR,1998-2022,% of DE,USSR: Ukraine,"capitalism
(1992-2022)",14.906074555959373,16.611931887109858,1.7058573311504848,50379676,NA,3,1998,15,4,3.5,4.5,1,2,UKR: +2,convergence
USSR,Belarus,BLR,1973-1989,% of W_EUR3,USSR: Belarus,"late socialism
(1973/75-1989)",44.2844967807992,44.941373409133085,0.6568766283338832,9205662,NA,1,1995,44,2,1.5,2.5,1,1,BLR: +1,convergence
USSR,Belarus,BLR,1989-1995,% of W_EUR3,USSR: Belarus,"transition
(1989-1991/92)",44.941373409133085,24.139218809864193,-20.802154599268892,10158729,NA,1,1995,45,3,2.5,3.5,1,-21,BLR: -21,divergence
USSR,Belarus,BLR,1995-2022,% of W_EUR3,USSR: Belarus,"capitalism
(1992-2022)",24.139218809864193,45.28327019607981,21.14405138621562,10197421,NA,1,1995,24,4,3.5,4.5,1,21,BLR: +21,convergence
CEE,Bulgaria,BGR,1950-1975,% of W_EUR3,CEE: Bulgaria,"early socialism
(1950-1973/75)",40.123558030364514,48.93716688582743,8.813608855462917,7248464,NA,1,1999,40,1,0.5,1.5,1,9,BGR: +9,convergence
CEE,Bulgaria,BGR,1975-1989,% of W_EUR3,CEE: Bulgaria,"late socialism
(1973/75-1989)",48.93716688582743,37.44043788259401,-11.496729003233419,8723102,NA,1,1999,49,2,1.5,2.5,1,-11,BGR: -11,divergence
CEE,Bulgaria,BGR,1989-1999,% of W_EUR3,CEE: Bulgaria,"transition
(1989-1991/92)",37.44043788259401,24.809472537433788,-12.630965345160224,8936335,NA,1,1999,37,3,2.5,3.5,1,-13,BGR: -13,divergence
CEE,Bulgaria,BGR,1999-2022,% of W_EUR3,CEE: Bulgaria,"capitalism
(1992-2022)",24.809472537433788,49.86650946171213,25.05703692427834,8067415,NA,1,1999,25,4,3.5,4.5,1,25,BGR: +25,convergence
Yugosl.,Croatia,HRV,1952-1979,% of W_EUR3,Yugosl.: Croatia,"early socialism
(1950-1973/75)",36.86028682763255,63.63739319054264,26.77710636291009,3957359,NA,1,1993,37,1,0.5,1.5,1,27,HRV: +27,convergence
Yugosl.,Croatia,HRV,1979-1989,% of W_EUR3,Yugosl.: Croatia,"late socialism
(1973/75-1989)",63.63739319054264,52.748392450860905,-10.889000739681734,4626900,NA,1,1993,64,2,1.5,2.5,1,-11,HRV: -11,divergence
Yugosl.,Croatia,HRV,1989-1993,% of W_EUR3,Yugosl.: Croatia,"transition
(1989-1991/92)",52.748392450860905,31.81635635296494,-20.932036097895963,4820680,NA,1,1993,53,3,2.5,3.5,1,-21,HRV: -21,divergence
Yugosl.,Croatia,HRV,1993-2022,% of W_EUR3,Yugosl.: Croatia,"capitalism
(1992-2022)",31.81635635296494,65.35088331861735,33.534526965652404,4729691,NA,1,1993,32,4,3.5,4.5,1,34,HRV: +34,convergence
